date,youtube
2016-08-21,97.0
2016-08-22,96.71428571428571
2016-08-23,96.42857142857143
2016-08-24,96.14285714285714
2016-08-25,95.85714285714286
2016-08-26,95.57142857142857
2016-08-27,95.28571428571429
2016-08-28,95.0
2016-08-29,94.28571428571429
2016-08-30,93.57142857142857
2016-08-31,92.85714285714286
2016-09-01,92.14285714285714
2016-09-02,91.42857142857143
2016-09-03,90.71428571428571
2016-09-04,90.0
2016-09-05,90.42857142857143
2016-09-06,90.85714285714286
2016-09-07,91.28571428571429
2016-09-08,91.71428571428571
2016-09-09,92.14285714285714
2016-09-10,92.57142857142857
2016-09-11,93.0
2016-09-12,93.14285714285714
2016-09-13,93.28571428571429
2016-09-14,93.42857142857143
2016-09-15,93.57142857142857
2016-09-16,93.71428571428571
2016-09-17,93.85714285714286
2016-09-18,94.0
2016-09-19,94.28571428571429
2016-09-20,94.57142857142857
2016-09-21,94.85714285714286
2016-09-22,95.14285714285714
2016-09-23,95.42857142857143
2016-09-24,95.71428571428571
2016-09-25,96.0
2016-09-26,95.85714285714286
2016-09-27,95.71428571428571
2016-09-28,95.57142857142857
2016-09-29,95.42857142857143
2016-09-30,95.28571428571429
2016-10-01,95.14285714285714
2016-10-02,95.0
2016-10-03,95.28571428571429
2016-10-04,95.57142857142857
2016-10-05,95.85714285714286
2016-10-06,96.14285714285714
2016-10-07,96.42857142857143
2016-10-08,96.71428571428571
2016-10-09,97.0
2016-10-10,96.71428571428571
2016-10-11,96.42857142857143
2016-10-12,96.14285714285714
2016-10-13,95.85714285714286
2016-10-14,95.57142857142857
2016-10-15,95.28571428571429
2016-10-16,95.0
2016-10-17,95.14285714285714
2016-10-18,95.28571428571429
2016-10-19,95.42857142857143
2016-10-20,95.57142857142857
2016-10-21,95.71428571428571
2016-10-22,95.85714285714286
2016-10-23,96.0
2016-10-24,96.0
2016-10-25,96.0
2016-10-26,96.0
2016-10-27,96.0
2016-10-28,96.0
2016-10-29,96.0
2016-10-30,96.0
2016-10-31,95.85714285714286
2016-11-01,95.71428571428571
2016-11-02,95.57142857142857
2016-11-03,95.42857142857143
2016-11-04,95.28571428571429
2016-11-05,95.14285714285714
2016-11-06,95.0
2016-11-07,95.0
2016-11-08,95.0
2016-11-09,95.0
2016-11-10,95.0
2016-11-11,95.0
2016-11-12,95.0
2016-11-13,95.0
2016-11-14,95.14285714285714
2016-11-15,95.28571428571429
2016-11-16,95.42857142857143
2016-11-17,95.57142857142857
2016-11-18,95.71428571428571
2016-11-19,95.85714285714286
2016-11-20,96.0
2016-11-21,95.71428571428571
2016-11-22,95.42857142857143
2016-11-23,95.14285714285714
2016-11-24,94.85714285714286
2016-11-25,94.57142857142857
2016-11-26,94.28571428571429
2016-11-27,94.0
2016-11-28,93.71428571428571
2016-11-29,93.42857142857143
2016-11-30,93.14285714285714
2016-12-01,92.85714285714286
2016-12-02,92.57142857142857
2016-12-03,92.28571428571429
2016-12-04,92.0
2016-12-05,92.28571428571429
2016-12-06,92.57142857142857
2016-12-07,92.85714285714286
2016-12-08,93.14285714285714
2016-12-09,93.42857142857143
2016-12-10,93.71428571428571
2016-12-11,94.0
2016-12-12,94.71428571428571
2016-12-13,95.42857142857143
2016-12-14,96.14285714285714
2016-12-15,96.85714285714286
2016-12-16,97.57142857142857
2016-12-17,98.28571428571429
2016-12-18,99.0
2016-12-19,98.85714285714286
2016-12-20,98.71428571428571
2016-12-21,98.57142857142857
2016-12-22,98.42857142857143
2016-12-23,98.28571428571429
2016-12-24,98.14285714285714
2016-12-25,98.0
2016-12-26,97.14285714285714
2016-12-27,96.28571428571429
2016-12-28,95.42857142857143
2016-12-29,94.57142857142857
2016-12-30,93.71428571428571
2016-12-31,92.85714285714286
2017-01-01,92.0
2017-01-02,92.14285714285714
2017-01-03,92.28571428571429
2017-01-04,92.42857142857143
2017-01-05,92.57142857142857
2017-01-06,92.71428571428571
2017-01-07,92.85714285714286
2017-01-08,93.0
2017-01-09,93.0
2017-01-10,93.0
2017-01-11,93.0
2017-01-12,93.0
2017-01-13,93.0
2017-01-14,93.0
2017-01-15,93.0
2017-01-16,93.28571428571429
2017-01-17,93.57142857142857
2017-01-18,93.85714285714286
2017-01-19,94.14285714285714
2017-01-20,94.42857142857143
2017-01-21,94.71428571428571
2017-01-22,95.0
2017-01-23,94.71428571428571
2017-01-24,94.42857142857143
2017-01-25,94.14285714285714
2017-01-26,93.85714285714286
2017-01-27,93.57142857142857
2017-01-28,93.28571428571429
2017-01-29,93.0
2017-01-30,92.57142857142857
2017-01-31,92.14285714285714
2017-02-01,91.71428571428571
2017-02-02,91.28571428571429
2017-02-03,90.85714285714286
2017-02-04,90.42857142857143
2017-02-05,90.0
2017-02-06,90.28571428571429
2017-02-07,90.57142857142857
2017-02-08,90.85714285714286
2017-02-09,91.14285714285714
2017-02-10,91.42857142857143
2017-02-11,91.71428571428571
2017-02-12,92.0
2017-02-13,92.28571428571429
2017-02-14,92.57142857142857
2017-02-15,92.85714285714286
2017-02-16,93.14285714285714
2017-02-17,93.42857142857143
2017-02-18,93.71428571428571
2017-02-19,94.0
2017-02-20,93.71428571428571
2017-02-21,93.42857142857143
2017-02-22,93.14285714285714
2017-02-23,92.85714285714286
2017-02-24,92.57142857142857
2017-02-25,92.28571428571429
2017-02-26,92.0
2017-02-27,91.71428571428571
2017-02-28,91.42857142857143
2017-03-01,91.14285714285714
2017-03-02,90.85714285714286
2017-03-03,90.57142857142857
2017-03-04,90.28571428571429
2017-03-05,90.0
2017-03-06,89.85714285714286
2017-03-07,89.71428571428571
2017-03-08,89.57142857142857
2017-03-09,89.42857142857143
2017-03-10,89.28571428571429
2017-03-11,89.14285714285714
2017-03-12,89.0
2017-03-13,89.57142857142857
2017-03-14,90.14285714285714
2017-03-15,90.71428571428571
2017-03-16,91.28571428571429
2017-03-17,91.85714285714286
2017-03-18,92.42857142857143
2017-03-19,93.0
2017-03-20,92.85714285714286
2017-03-21,92.71428571428571
2017-03-22,92.57142857142857
2017-03-23,92.42857142857143
2017-03-24,92.28571428571429
2017-03-25,92.14285714285714
2017-03-26,92.0
2017-03-27,91.71428571428571
2017-03-28,91.42857142857143
2017-03-29,91.14285714285714
2017-03-30,90.85714285714286
2017-03-31,90.57142857142857
2017-04-01,90.28571428571429
2017-04-02,90.0
2017-04-03,90.0
2017-04-04,90.0
2017-04-05,90.0
2017-04-06,90.0
2017-04-07,90.0
2017-04-08,90.0
2017-04-09,90.0
2017-04-10,90.0
2017-04-11,90.0
2017-04-12,90.0
2017-04-13,90.0
2017-04-14,90.0
2017-04-15,90.0
2017-04-16,90.0
2017-04-17,89.85714285714286
2017-04-18,89.71428571428571
2017-04-19,89.57142857142857
2017-04-20,89.42857142857143
2017-04-21,89.28571428571429
2017-04-22,89.14285714285714
2017-04-23,89.0
2017-04-24,89.57142857142857
2017-04-25,90.14285714285714
2017-04-26,90.71428571428571
2017-04-27,91.28571428571429
2017-04-28,91.85714285714286
2017-04-29,92.42857142857143
2017-04-30,93.0
2017-05-01,92.28571428571429
2017-05-02,91.57142857142857
2017-05-03,90.85714285714286
2017-05-04,90.14285714285714
2017-05-05,89.42857142857143
2017-05-06,88.71428571428571
2017-05-07,88.0
2017-05-08,87.85714285714286
2017-05-09,87.71428571428571
2017-05-10,87.57142857142857
2017-05-11,87.42857142857143
2017-05-12,87.28571428571429
2017-05-13,87.14285714285714
2017-05-14,87.0
2017-05-15,87.0
2017-05-16,87.0
2017-05-17,87.0
2017-05-18,87.0
2017-05-19,87.0
2017-05-20,87.0
2017-05-21,87.0
2017-05-22,86.71428571428571
2017-05-23,86.42857142857143
2017-05-24,86.14285714285714
2017-05-25,85.85714285714286
2017-05-26,85.57142857142857
2017-05-27,85.28571428571429
2017-05-28,85.0
2017-05-29,85.14285714285714
2017-05-30,85.28571428571429
2017-05-31,85.42857142857143
2017-06-01,85.57142857142857
2017-06-02,85.71428571428571
2017-06-03,85.85714285714286
2017-06-04,86.0
2017-06-05,86.28571428571429
2017-06-06,86.57142857142857
2017-06-07,86.85714285714286
2017-06-08,87.14285714285714
2017-06-09,87.42857142857143
2017-06-10,87.71428571428571
2017-06-11,88.0
2017-06-12,87.42857142857143
2017-06-13,86.85714285714286
2017-06-14,86.28571428571429
2017-06-15,85.71428571428571
2017-06-16,85.14285714285714
2017-06-17,84.57142857142857
2017-06-18,84.0
2017-06-19,84.28571428571429
2017-06-20,84.57142857142857
2017-06-21,84.85714285714286
2017-06-22,85.14285714285714
2017-06-23,85.42857142857143
2017-06-24,85.71428571428571
2017-06-25,86.0
2017-06-26,85.85714285714286
2017-06-27,85.71428571428571
2017-06-28,85.57142857142857
2017-06-29,85.42857142857143
2017-06-30,85.28571428571429
2017-07-01,85.14285714285714
2017-07-02,85.0
2017-07-03,84.85714285714286
2017-07-04,84.71428571428571
2017-07-05,84.57142857142857
2017-07-06,84.42857142857143
2017-07-07,84.28571428571429
2017-07-08,84.14285714285714
2017-07-09,84.0
2017-07-10,84.28571428571429
2017-07-11,84.57142857142857
2017-07-12,84.85714285714286
2017-07-13,85.14285714285714
2017-07-14,85.42857142857143
2017-07-15,85.71428571428571
2017-07-16,86.0
2017-07-17,86.71428571428571
2017-07-18,87.42857142857143
2017-07-19,88.14285714285714
2017-07-20,88.85714285714286
2017-07-21,89.57142857142857
2017-07-22,90.28571428571429
2017-07-23,91.0
2017-07-24,91.42857142857143
2017-07-25,91.85714285714286
2017-07-26,92.28571428571429
2017-07-27,92.71428571428571
2017-07-28,93.14285714285714
2017-07-29,93.57142857142857
2017-07-30,94.0
2017-07-31,94.14285714285714
2017-08-01,94.28571428571429
2017-08-02,94.42857142857143
2017-08-03,94.57142857142857
2017-08-04,94.71428571428571
2017-08-05,94.85714285714286
2017-08-06,95.0
2017-08-07,94.85714285714286
2017-08-08,94.71428571428571
2017-08-09,94.57142857142857
2017-08-10,94.42857142857143
2017-08-11,94.28571428571429
2017-08-12,94.14285714285714
2017-08-13,94.0
2017-08-14,94.0
2017-08-15,94.0
2017-08-16,94.0
2017-08-17,94.0
2017-08-18,94.0
2017-08-19,94.0
2017-08-20,94.0
2017-08-21,94.0
2017-08-22,94.0
2017-08-23,94.0
2017-08-24,94.0
2017-08-25,94.0
2017-08-26,94.0
2017-08-27,94.0
2017-08-28,94.28571428571429
2017-08-29,94.57142857142857
2017-08-30,94.85714285714286
2017-08-31,95.14285714285714
2017-09-01,95.42857142857143
2017-09-02,95.71428571428571
2017-09-03,96.0
2017-09-04,95.71428571428571
2017-09-05,95.42857142857143
2017-09-06,95.14285714285714
2017-09-07,94.85714285714286
2017-09-08,94.57142857142857
2017-09-09,94.28571428571429
2017-09-10,94.0
2017-09-11,93.85714285714286
2017-09-12,93.71428571428571
2017-09-13,93.57142857142857
2017-09-14,93.42857142857143
2017-09-15,93.28571428571429
2017-09-16,93.14285714285714
2017-09-17,93.0
2017-09-18,93.0
2017-09-19,93.0
2017-09-20,93.0
2017-09-21,93.0
2017-09-22,93.0
2017-09-23,93.0
2017-09-24,93.0
2017-09-25,92.71428571428571
2017-09-26,92.42857142857143
2017-09-27,92.14285714285714
2017-09-28,91.85714285714286
2017-09-29,91.57142857142857
2017-09-30,91.28571428571429
2017-10-01,91.0
2017-10-02,90.85714285714286
2017-10-03,90.71428571428571
2017-10-04,90.57142857142857
2017-10-05,90.42857142857143
2017-10-06,90.28571428571429
2017-10-07,90.14285714285714
2017-10-08,90.0
2017-10-09,90.14285714285714
2017-10-10,90.28571428571429
2017-10-11,90.42857142857143
2017-10-12,90.57142857142857
2017-10-13,90.71428571428571
2017-10-14,90.85714285714286
2017-10-15,91.0
2017-10-16,91.71428571428571
2017-10-17,92.42857142857143
2017-10-18,93.14285714285714
2017-10-19,93.85714285714286
2017-10-20,94.57142857142857
2017-10-21,95.28571428571429
2017-10-22,96.0
2017-10-23,95.57142857142857
2017-10-24,95.14285714285714
2017-10-25,94.71428571428571
2017-10-26,94.28571428571429
2017-10-27,93.85714285714286
2017-10-28,93.42857142857143
2017-10-29,93.0
2017-10-30,92.85714285714286
2017-10-31,92.71428571428571
2017-11-01,92.57142857142857
2017-11-02,92.42857142857143
2017-11-03,92.28571428571429
2017-11-04,92.14285714285714
2017-11-05,92.0
2017-11-06,92.0
2017-11-07,92.0
2017-11-08,92.0
2017-11-09,92.0
2017-11-10,92.0
2017-11-11,92.0
2017-11-12,92.0
2017-11-13,92.0
2017-11-14,92.0
2017-11-15,92.0
2017-11-16,92.0
2017-11-17,92.0
2017-11-18,92.0
2017-11-19,92.0
2017-11-20,91.85714285714286
2017-11-21,91.71428571428571
2017-11-22,91.57142857142857
2017-11-23,91.42857142857143
2017-11-24,91.28571428571429
2017-11-25,91.14285714285714
2017-11-26,91.0
2017-11-27,91.14285714285714
2017-11-28,91.28571428571429
2017-11-29,91.42857142857143
2017-11-30,91.57142857142857
2017-12-01,91.71428571428571
2017-12-02,91.85714285714286
2017-12-03,92.0
2017-12-04,92.0
2017-12-05,92.0
2017-12-06,92.0
2017-12-07,92.0
2017-12-08,92.0
2017-12-09,92.0
2017-12-10,92.0
2017-12-11,92.71428571428571
2017-12-12,93.42857142857143
2017-12-13,94.14285714285714
2017-12-14,94.85714285714286
2017-12-15,95.57142857142857
2017-12-16,96.28571428571429
2017-12-17,97.0
2017-12-18,97.42857142857143
2017-12-19,97.85714285714286
2017-12-20,98.28571428571429
2017-12-21,98.71428571428571
2017-12-22,99.14285714285714
2017-12-23,99.57142857142857
2017-12-24,100.0
2017-12-25,98.71428571428571
2017-12-26,97.42857142857143
2017-12-27,96.14285714285714
2017-12-28,94.85714285714286
2017-12-29,93.57142857142857
2017-12-30,92.28571428571428
2017-12-31,91.0
2018-01-01,90.71428571428571
2018-01-02,90.42857142857143
2018-01-03,90.14285714285714
2018-01-04,89.85714285714286
2018-01-05,89.57142857142857
2018-01-06,89.28571428571429
2018-01-07,89.0
2018-01-08,89.28571428571429
2018-01-09,89.57142857142857
2018-01-10,89.85714285714286
2018-01-11,90.14285714285714
2018-01-12,90.42857142857143
2018-01-13,90.71428571428571
2018-01-14,91.0
2018-01-15,90.71428571428571
2018-01-16,90.42857142857143
2018-01-17,90.14285714285714
2018-01-18,89.85714285714286
2018-01-19,89.57142857142857
2018-01-20,89.28571428571429
2018-01-21,89.0
2018-01-22,89.28571428571429
2018-01-23,89.57142857142857
2018-01-24,89.85714285714286
2018-01-25,90.14285714285714
2018-01-26,90.42857142857143
2018-01-27,90.71428571428571
2018-01-28,91.0
2018-01-29,90.85714285714286
2018-01-30,90.71428571428571
2018-01-31,90.57142857142857
2018-02-01,90.42857142857143
2018-02-02,90.28571428571429
2018-02-03,90.14285714285714
2018-02-04,90.0
2018-02-05,90.0
2018-02-06,90.0
2018-02-07,90.0
2018-02-08,90.0
2018-02-09,90.0
2018-02-10,90.0
2018-02-11,90.0
2018-02-12,89.57142857142857
2018-02-13,89.14285714285714
2018-02-14,88.71428571428571
2018-02-15,88.28571428571429
2018-02-16,87.85714285714286
2018-02-17,87.42857142857143
2018-02-18,87.0
2018-02-19,87.0
2018-02-20,87.0
2018-02-21,87.0
2018-02-22,87.0
2018-02-23,87.0
2018-02-24,87.0
2018-02-25,87.0
2018-02-26,86.85714285714286
2018-02-27,86.71428571428571
2018-02-28,86.57142857142857
2018-03-01,86.42857142857143
2018-03-02,86.28571428571429
2018-03-03,86.14285714285714
2018-03-04,86.0
2018-03-05,86.28571428571429
2018-03-06,86.57142857142857
2018-03-07,86.85714285714286
2018-03-08,87.14285714285714
2018-03-09,87.42857142857143
2018-03-10,87.71428571428571
2018-03-11,88.0
2018-03-12,88.0
2018-03-13,88.0
2018-03-14,88.0
2018-03-15,88.0
2018-03-16,88.0
2018-03-17,88.0
2018-03-18,88.0
2018-03-19,88.0
2018-03-20,88.0
2018-03-21,88.0
2018-03-22,88.0
2018-03-23,88.0
2018-03-24,88.0
2018-03-25,88.0
2018-03-26,88.0
2018-03-27,88.0
2018-03-28,88.0
2018-03-29,88.0
2018-03-30,88.0
2018-03-31,88.0
2018-04-01,88.0
2018-04-02,87.57142857142857
2018-04-03,87.14285714285714
2018-04-04,86.71428571428571
2018-04-05,86.28571428571429
2018-04-06,85.85714285714286
2018-04-07,85.42857142857143
2018-04-08,85.0
2018-04-09,85.0
2018-04-10,85.0
2018-04-11,85.0
2018-04-12,85.0
2018-04-13,85.0
2018-04-14,85.0
2018-04-15,85.0
2018-04-16,85.0
2018-04-17,85.0
2018-04-18,85.0
2018-04-19,85.0
2018-04-20,85.0
2018-04-21,85.0
2018-04-22,85.0
2018-04-23,85.0
2018-04-24,85.0
2018-04-25,85.0
2018-04-26,85.0
2018-04-27,85.0
2018-04-28,85.0
2018-04-29,85.0
2018-04-30,85.14285714285714
2018-05-01,85.28571428571429
2018-05-02,85.42857142857143
2018-05-03,85.57142857142857
2018-05-04,85.71428571428571
2018-05-05,85.85714285714286
2018-05-06,86.0
2018-05-07,85.71428571428571
2018-05-08,85.42857142857143
2018-05-09,85.14285714285714
2018-05-10,84.85714285714286
2018-05-11,84.57142857142857
2018-05-12,84.28571428571429
2018-05-13,84.0
2018-05-14,84.28571428571429
2018-05-15,84.57142857142857
2018-05-16,84.85714285714286
2018-05-17,85.14285714285714
2018-05-18,85.42857142857143
2018-05-19,85.71428571428571
2018-05-20,86.0
2018-05-21,86.14285714285714
2018-05-22,86.28571428571429
2018-05-23,86.42857142857143
2018-05-24,86.57142857142857
2018-05-25,86.71428571428571
2018-05-26,86.85714285714286
2018-05-27,87.0
2018-05-28,86.57142857142857
2018-05-29,86.14285714285714
2018-05-30,85.71428571428571
2018-05-31,85.28571428571429
2018-06-01,84.85714285714286
2018-06-02,84.42857142857143
2018-06-03,84.0
