date,google news
2016-07-19,79.14285714285714
2016-07-20,78.71428571428571
2016-07-21,78.28571428571429
2016-07-22,77.85714285714286
2016-07-23,77.42857142857143
2016-07-24,77.0
2016-07-25,76.42857142857143
2016-07-26,75.85714285714286
2016-07-27,75.28571428571429
2016-07-28,74.71428571428571
2016-07-29,74.14285714285714
2016-07-30,73.57142857142857
2016-07-31,73.0
2016-08-01,73.14285714285714
2016-08-02,73.28571428571429
2016-08-03,73.42857142857143
2016-08-04,73.57142857142857
2016-08-05,73.71428571428571
2016-08-06,73.85714285714286
2016-08-07,74.0
2016-08-08,73.28571428571429
2016-08-09,72.57142857142857
2016-08-10,71.85714285714286
2016-08-11,71.14285714285714
2016-08-12,70.42857142857143
2016-08-13,69.71428571428571
2016-08-14,69.0
2016-08-15,69.28571428571429
2016-08-16,69.57142857142857
2016-08-17,69.85714285714286
2016-08-18,70.14285714285714
2016-08-19,70.42857142857143
2016-08-20,70.71428571428571
2016-08-21,71.0
2016-08-22,70.85714285714286
2016-08-23,70.71428571428571
2016-08-24,70.57142857142857
2016-08-25,70.42857142857143
2016-08-26,70.28571428571429
2016-08-27,70.14285714285714
2016-08-28,70.0
2016-08-29,69.42857142857143
2016-08-30,68.85714285714286
2016-08-31,68.28571428571429
2016-09-01,67.71428571428571
2016-09-02,67.14285714285714
2016-09-03,66.57142857142857
2016-09-04,66.0
2016-09-05,66.57142857142857
2016-09-06,67.14285714285714
2016-09-07,67.71428571428571
2016-09-08,68.28571428571429
2016-09-09,68.85714285714286
2016-09-10,69.42857142857143
2016-09-11,70.0
2016-09-12,71.0
2016-09-13,72.0
2016-09-14,73.0
2016-09-15,74.0
2016-09-16,75.0
2016-09-17,76.0
2016-09-18,77.0
2016-09-19,77.28571428571429
2016-09-20,77.57142857142857
2016-09-21,77.85714285714286
2016-09-22,78.14285714285714
2016-09-23,78.42857142857143
2016-09-24,78.71428571428571
2016-09-25,79.0
2016-09-26,78.71428571428571
2016-09-27,78.42857142857143
2016-09-28,78.14285714285714
2016-09-29,77.85714285714286
2016-09-30,77.57142857142857
2016-10-01,77.28571428571429
2016-10-02,77.0
2016-10-03,77.0
2016-10-04,77.0
2016-10-05,77.0
2016-10-06,77.0
2016-10-07,77.0
2016-10-08,77.0
2016-10-09,77.0
2016-10-10,76.57142857142857
2016-10-11,76.14285714285714
2016-10-12,75.71428571428571
2016-10-13,75.28571428571429
2016-10-14,74.85714285714286
2016-10-15,74.42857142857143
2016-10-16,74.0
2016-10-17,73.71428571428571
2016-10-18,73.42857142857143
2016-10-19,73.14285714285714
2016-10-20,72.85714285714286
2016-10-21,72.57142857142857
2016-10-22,72.28571428571429
2016-10-23,72.0
2016-10-24,72.57142857142857
2016-10-25,73.14285714285714
2016-10-26,73.71428571428571
2016-10-27,74.28571428571429
2016-10-28,74.85714285714286
2016-10-29,75.42857142857143
2016-10-30,76.0
2016-10-31,79.42857142857143
2016-11-01,82.85714285714286
2016-11-02,86.28571428571428
2016-11-03,89.71428571428571
2016-11-04,93.14285714285714
2016-11-05,96.57142857142857
2016-11-06,100.0
2016-11-07,96.57142857142857
2016-11-08,93.14285714285714
2016-11-09,89.71428571428572
2016-11-10,86.28571428571429
2016-11-11,82.85714285714286
2016-11-12,79.42857142857143
2016-11-13,76.0
2016-11-14,75.14285714285714
2016-11-15,74.28571428571429
2016-11-16,73.42857142857143
2016-11-17,72.57142857142857
2016-11-18,71.71428571428571
2016-11-19,70.85714285714286
2016-11-20,70.0
2016-11-21,70.28571428571429
2016-11-22,70.57142857142857
2016-11-23,70.85714285714286
2016-11-24,71.14285714285714
2016-11-25,71.42857142857143
2016-11-26,71.71428571428571
2016-11-27,72.0
2016-11-28,72.28571428571429
2016-11-29,72.57142857142857
2016-11-30,72.85714285714286
2016-12-01,73.14285714285714
2016-12-02,73.42857142857143
2016-12-03,73.71428571428571
2016-12-04,74.0
2016-12-05,73.42857142857143
2016-12-06,72.85714285714286
2016-12-07,72.28571428571429
2016-12-08,71.71428571428571
2016-12-09,71.14285714285714
2016-12-10,70.57142857142857
2016-12-11,70.0
2016-12-12,70.57142857142857
2016-12-13,71.14285714285714
2016-12-14,71.71428571428571
2016-12-15,72.28571428571429
2016-12-16,72.85714285714286
2016-12-17,73.42857142857143
2016-12-18,74.0
2016-12-19,73.42857142857143
2016-12-20,72.85714285714286
2016-12-21,72.28571428571429
2016-12-22,71.71428571428571
2016-12-23,71.14285714285714
2016-12-24,70.57142857142857
2016-12-25,70.0
2016-12-26,70.42857142857143
2016-12-27,70.85714285714286
2016-12-28,71.28571428571429
2016-12-29,71.71428571428571
2016-12-30,72.14285714285714
2016-12-31,72.57142857142857
2017-01-01,73.0
2017-01-02,72.42857142857143
2017-01-03,71.85714285714286
2017-01-04,71.28571428571429
2017-01-05,70.71428571428571
2017-01-06,70.14285714285714
2017-01-07,69.57142857142857
2017-01-08,69.0
2017-01-09,69.71428571428571
2017-01-10,70.42857142857143
2017-01-11,71.14285714285714
2017-01-12,71.85714285714286
2017-01-13,72.57142857142857
2017-01-14,73.28571428571429
2017-01-15,74.0
2017-01-16,74.28571428571429
2017-01-17,74.57142857142857
2017-01-18,74.85714285714286
2017-01-19,75.14285714285714
2017-01-20,75.42857142857143
2017-01-21,75.71428571428571
2017-01-22,76.0
2017-01-23,76.28571428571429
2017-01-24,76.57142857142857
2017-01-25,76.85714285714286
2017-01-26,77.14285714285714
2017-01-27,77.42857142857143
2017-01-28,77.71428571428571
2017-01-29,78.0
2017-01-30,77.71428571428571
2017-01-31,77.42857142857143
2017-02-01,77.14285714285714
2017-02-02,76.85714285714286
2017-02-03,76.57142857142857
2017-02-04,76.28571428571429
2017-02-05,76.0
2017-02-06,75.85714285714286
2017-02-07,75.71428571428571
2017-02-08,75.57142857142857
2017-02-09,75.42857142857143
2017-02-10,75.28571428571429
2017-02-11,75.14285714285714
2017-02-12,75.0
2017-02-13,74.85714285714286
2017-02-14,74.71428571428571
2017-02-15,74.57142857142857
2017-02-16,74.42857142857143
2017-02-17,74.28571428571429
2017-02-18,74.14285714285714
2017-02-19,74.0
2017-02-20,73.71428571428571
2017-02-21,73.42857142857143
2017-02-22,73.14285714285714
2017-02-23,72.85714285714286
2017-02-24,72.57142857142857
2017-02-25,72.28571428571429
2017-02-26,72.0
2017-02-27,72.14285714285714
2017-02-28,72.28571428571429
2017-03-01,72.42857142857143
2017-03-02,72.57142857142857
2017-03-03,72.71428571428571
2017-03-04,72.85714285714286
2017-03-05,73.0
2017-03-06,72.57142857142857
2017-03-07,72.14285714285714
2017-03-08,71.71428571428571
2017-03-09,71.28571428571429
2017-03-10,70.85714285714286
2017-03-11,70.42857142857143
2017-03-12,70.0
2017-03-13,71.28571428571429
2017-03-14,72.57142857142857
2017-03-15,73.85714285714286
2017-03-16,75.14285714285714
2017-03-17,76.42857142857143
2017-03-18,77.71428571428572
2017-03-19,79.0
2017-03-20,77.85714285714286
2017-03-21,76.71428571428571
2017-03-22,75.57142857142857
2017-03-23,74.42857142857143
2017-03-24,73.28571428571429
2017-03-25,72.14285714285714
2017-03-26,71.0
2017-03-27,71.57142857142857
2017-03-28,72.14285714285714
2017-03-29,72.71428571428571
2017-03-30,73.28571428571429
2017-03-31,73.85714285714286
2017-04-01,74.42857142857143
2017-04-02,75.0
2017-04-03,75.0
2017-04-04,75.0
2017-04-05,75.0
2017-04-06,75.0
2017-04-07,75.0
2017-04-08,75.0
2017-04-09,75.0
2017-04-10,75.14285714285714
2017-04-11,75.28571428571429
2017-04-12,75.42857142857143
2017-04-13,75.57142857142857
2017-04-14,75.71428571428571
2017-04-15,75.85714285714286
2017-04-16,76.0
2017-04-17,75.57142857142857
2017-04-18,75.14285714285714
2017-04-19,74.71428571428571
2017-04-20,74.28571428571429
2017-04-21,73.85714285714286
2017-04-22,73.42857142857143
2017-04-23,73.0
2017-04-24,73.42857142857143
2017-04-25,73.85714285714286
2017-04-26,74.28571428571429
2017-04-27,74.71428571428571
2017-04-28,75.14285714285714
2017-04-29,75.57142857142857
2017-04-30,76.0
2017-05-01,75.42857142857143
2017-05-02,74.85714285714286
2017-05-03,74.28571428571429
2017-05-04,73.71428571428571
2017-05-05,73.14285714285714
2017-05-06,72.57142857142857
2017-05-07,72.0
2017-05-08,72.57142857142857
2017-05-09,73.14285714285714
2017-05-10,73.71428571428571
2017-05-11,74.28571428571429
2017-05-12,74.85714285714286
2017-05-13,75.42857142857143
2017-05-14,76.0
2017-05-15,76.28571428571429
2017-05-16,76.57142857142857
2017-05-17,76.85714285714286
2017-05-18,77.14285714285714
2017-05-19,77.42857142857143
2017-05-20,77.71428571428571
2017-05-21,78.0
2017-05-22,77.14285714285714
2017-05-23,76.28571428571429
2017-05-24,75.42857142857143
2017-05-25,74.57142857142857
2017-05-26,73.71428571428571
2017-05-27,72.85714285714286
2017-05-28,72.0
2017-05-29,73.14285714285714
2017-05-30,74.28571428571429
2017-05-31,75.42857142857143
2017-06-01,76.57142857142857
2017-06-02,77.71428571428571
2017-06-03,78.85714285714286
2017-06-04,80.0
2017-06-05,79.57142857142857
2017-06-06,79.14285714285714
2017-06-07,78.71428571428571
2017-06-08,78.28571428571429
2017-06-09,77.85714285714286
2017-06-10,77.42857142857143
2017-06-11,77.0
2017-06-12,76.71428571428571
2017-06-13,76.42857142857143
2017-06-14,76.14285714285714
2017-06-15,75.85714285714286
2017-06-16,75.57142857142857
2017-06-17,75.28571428571429
2017-06-18,75.0
2017-06-19,75.57142857142857
2017-06-20,76.14285714285714
2017-06-21,76.71428571428571
2017-06-22,77.28571428571429
2017-06-23,77.85714285714286
2017-06-24,78.42857142857143
2017-06-25,79.0
2017-06-26,78.14285714285714
2017-06-27,77.28571428571429
2017-06-28,76.42857142857143
2017-06-29,75.57142857142857
2017-06-30,74.71428571428571
2017-07-01,73.85714285714286
2017-07-02,73.0
2017-07-03,72.85714285714286
2017-07-04,72.71428571428571
2017-07-05,72.57142857142857
2017-07-06,72.42857142857143
2017-07-07,72.28571428571429
2017-07-08,72.14285714285714
2017-07-09,72.0
2017-07-10,72.14285714285714
2017-07-11,72.28571428571429
2017-07-12,72.42857142857143
2017-07-13,72.57142857142857
2017-07-14,72.71428571428571
2017-07-15,72.85714285714286
2017-07-16,73.0
2017-07-17,73.71428571428571
2017-07-18,74.42857142857143
2017-07-19,75.14285714285714
2017-07-20,75.85714285714286
2017-07-21,76.57142857142857
2017-07-22,77.28571428571429
2017-07-23,78.0
2017-07-24,78.0
2017-07-25,78.0
2017-07-26,78.0
2017-07-27,78.0
2017-07-28,78.0
2017-07-29,78.0
2017-07-30,78.0
2017-07-31,77.85714285714286
2017-08-01,77.71428571428571
2017-08-02,77.57142857142857
2017-08-03,77.42857142857143
2017-08-04,77.28571428571429
2017-08-05,77.14285714285714
2017-08-06,77.0
2017-08-07,77.85714285714286
2017-08-08,78.71428571428571
2017-08-09,79.57142857142857
2017-08-10,80.42857142857143
2017-08-11,81.28571428571429
2017-08-12,82.14285714285714
2017-08-13,83.0
2017-08-14,83.14285714285714
2017-08-15,83.28571428571429
2017-08-16,83.42857142857143
2017-08-17,83.57142857142857
2017-08-18,83.71428571428571
2017-08-19,83.85714285714286
2017-08-20,84.0
2017-08-21,84.85714285714286
2017-08-22,85.71428571428571
2017-08-23,86.57142857142857
2017-08-24,87.42857142857143
2017-08-25,88.28571428571429
2017-08-26,89.14285714285714
2017-08-27,90.0
2017-08-28,88.85714285714286
2017-08-29,87.71428571428571
2017-08-30,86.57142857142857
2017-08-31,85.42857142857143
2017-09-01,84.28571428571429
2017-09-02,83.14285714285714
2017-09-03,82.0
2017-09-04,82.28571428571429
2017-09-05,82.57142857142857
2017-09-06,82.85714285714286
2017-09-07,83.14285714285714
2017-09-08,83.42857142857143
2017-09-09,83.71428571428571
2017-09-10,84.0
2017-09-11,83.14285714285714
2017-09-12,82.28571428571429
2017-09-13,81.42857142857143
2017-09-14,80.57142857142857
2017-09-15,79.71428571428571
2017-09-16,78.85714285714286
2017-09-17,78.0
2017-09-18,78.28571428571429
2017-09-19,78.57142857142857
2017-09-20,78.85714285714286
2017-09-21,79.14285714285714
2017-09-22,79.42857142857143
2017-09-23,79.71428571428571
2017-09-24,80.0
2017-09-25,80.71428571428571
2017-09-26,81.42857142857143
2017-09-27,82.14285714285714
2017-09-28,82.85714285714286
2017-09-29,83.57142857142857
2017-09-30,84.28571428571429
2017-10-01,85.0
2017-10-02,83.57142857142857
2017-10-03,82.14285714285714
2017-10-04,80.71428571428571
2017-10-05,79.28571428571429
2017-10-06,77.85714285714286
2017-10-07,76.42857142857143
2017-10-08,75.0
2017-10-09,74.71428571428571
2017-10-10,74.42857142857143
2017-10-11,74.14285714285714
2017-10-12,73.85714285714286
2017-10-13,73.57142857142857
2017-10-14,73.28571428571429
2017-10-15,73.0
2017-10-16,72.85714285714286
2017-10-17,72.71428571428571
2017-10-18,72.57142857142857
2017-10-19,72.42857142857143
2017-10-20,72.28571428571429
2017-10-21,72.14285714285714
2017-10-22,72.0
2017-10-23,72.42857142857143
2017-10-24,72.85714285714286
2017-10-25,73.28571428571429
2017-10-26,73.71428571428571
2017-10-27,74.14285714285714
2017-10-28,74.57142857142857
2017-10-29,75.0
2017-10-30,75.0
2017-10-31,75.0
2017-11-01,75.0
2017-11-02,75.0
2017-11-03,75.0
2017-11-04,75.0
2017-11-05,75.0
2017-11-06,75.0
2017-11-07,75.0
2017-11-08,75.0
2017-11-09,75.0
2017-11-10,75.0
2017-11-11,75.0
2017-11-12,75.0
2017-11-13,74.14285714285714
2017-11-14,73.28571428571429
2017-11-15,72.42857142857143
2017-11-16,71.57142857142857
2017-11-17,70.71428571428571
2017-11-18,69.85714285714286
2017-11-19,69.0
2017-11-20,70.0
2017-11-21,71.0
2017-11-22,72.0
2017-11-23,73.0
2017-11-24,74.0
2017-11-25,75.0
2017-11-26,76.0
2017-11-27,76.14285714285714
2017-11-28,76.28571428571429
2017-11-29,76.42857142857143
2017-11-30,76.57142857142857
2017-12-01,76.71428571428571
2017-12-02,76.85714285714286
2017-12-03,77.0
2017-12-04,76.85714285714286
2017-12-05,76.71428571428571
2017-12-06,76.57142857142857
2017-12-07,76.42857142857143
2017-12-08,76.28571428571429
2017-12-09,76.14285714285714
2017-12-10,76.0
2017-12-11,75.85714285714286
2017-12-12,75.71428571428571
2017-12-13,75.57142857142857
2017-12-14,75.42857142857143
2017-12-15,75.28571428571429
2017-12-16,75.14285714285714
2017-12-17,75.0
2017-12-18,73.71428571428571
2017-12-19,72.42857142857143
2017-12-20,71.14285714285714
2017-12-21,69.85714285714286
2017-12-22,68.57142857142857
2017-12-23,67.28571428571428
2017-12-24,66.0
2017-12-25,67.28571428571429
2017-12-26,68.57142857142857
2017-12-27,69.85714285714286
2017-12-28,71.14285714285714
2017-12-29,72.42857142857143
2017-12-30,73.71428571428572
2017-12-31,75.0
2018-01-01,74.71428571428571
2018-01-02,74.42857142857143
2018-01-03,74.14285714285714
2018-01-04,73.85714285714286
2018-01-05,73.57142857142857
2018-01-06,73.28571428571429
2018-01-07,73.0
2018-01-08,73.14285714285714
2018-01-09,73.28571428571429
2018-01-10,73.42857142857143
2018-01-11,73.57142857142857
2018-01-12,73.71428571428571
2018-01-13,73.85714285714286
2018-01-14,74.0
2018-01-15,73.71428571428571
2018-01-16,73.42857142857143
2018-01-17,73.14285714285714
2018-01-18,72.85714285714286
2018-01-19,72.57142857142857
2018-01-20,72.28571428571429
2018-01-21,72.0
2018-01-22,72.28571428571429
2018-01-23,72.57142857142857
2018-01-24,72.85714285714286
2018-01-25,73.14285714285714
2018-01-26,73.42857142857143
2018-01-27,73.71428571428571
2018-01-28,74.0
2018-01-29,74.0
2018-01-30,74.0
2018-01-31,74.0
2018-02-01,74.0
2018-02-02,74.0
2018-02-03,74.0
2018-02-04,74.0
2018-02-05,73.85714285714286
2018-02-06,73.71428571428571
2018-02-07,73.57142857142857
2018-02-08,73.42857142857143
2018-02-09,73.28571428571429
2018-02-10,73.14285714285714
2018-02-11,73.0
2018-02-12,72.57142857142857
2018-02-13,72.14285714285714
2018-02-14,71.71428571428571
2018-02-15,71.28571428571429
2018-02-16,70.85714285714286
2018-02-17,70.42857142857143
2018-02-18,70.0
2018-02-19,70.71428571428571
2018-02-20,71.42857142857143
2018-02-21,72.14285714285714
2018-02-22,72.85714285714286
2018-02-23,73.57142857142857
2018-02-24,74.28571428571429
2018-02-25,75.0
2018-02-26,74.42857142857143
2018-02-27,73.85714285714286
2018-02-28,73.28571428571429
2018-03-01,72.71428571428571
2018-03-02,72.14285714285714
2018-03-03,71.57142857142857
2018-03-04,71.0
2018-03-05,71.14285714285714
2018-03-06,71.28571428571429
2018-03-07,71.42857142857143
2018-03-08,71.57142857142857
2018-03-09,71.71428571428571
2018-03-10,71.85714285714286
2018-03-11,72.0
2018-03-12,72.28571428571429
2018-03-13,72.57142857142857
2018-03-14,72.85714285714286
2018-03-15,73.14285714285714
2018-03-16,73.42857142857143
2018-03-17,73.71428571428571
2018-03-18,74.0
2018-03-19,73.85714285714286
2018-03-20,73.71428571428571
2018-03-21,73.57142857142857
2018-03-22,73.42857142857143
2018-03-23,73.28571428571429
2018-03-24,73.14285714285714
2018-03-25,73.0
2018-03-26,73.14285714285714
2018-03-27,73.28571428571429
2018-03-28,73.42857142857143
2018-03-29,73.57142857142857
2018-03-30,73.71428571428571
2018-03-31,73.85714285714286
2018-04-01,74.0
2018-04-02,74.14285714285714
2018-04-03,74.28571428571429
2018-04-04,74.42857142857143
2018-04-05,74.57142857142857
2018-04-06,74.71428571428571
2018-04-07,74.85714285714286
2018-04-08,75.0
2018-04-09,74.57142857142857
2018-04-10,74.14285714285714
2018-04-11,73.71428571428571
2018-04-12,73.28571428571429
2018-04-13,72.85714285714286
2018-04-14,72.42857142857143
2018-04-15,72.0
2018-04-16,72.0
2018-04-17,72.0
2018-04-18,72.0
2018-04-19,72.0
2018-04-20,72.0
2018-04-21,72.0
2018-04-22,72.0
2018-04-23,71.28571428571429
2018-04-24,70.57142857142857
2018-04-25,69.85714285714286
2018-04-26,69.14285714285714
2018-04-27,68.42857142857143
2018-04-28,67.71428571428571
2018-04-29,67.0
2018-04-30,67.85714285714286
2018-05-01,68.71428571428571
2018-05-02,69.57142857142857
2018-05-03,70.42857142857143
2018-05-04,71.28571428571429
2018-05-05,72.14285714285714
2018-05-06,73.0
2018-05-07,74.28571428571429
2018-05-08,75.57142857142857
2018-05-09,76.85714285714286
2018-05-10,78.14285714285714
2018-05-11,79.42857142857143
2018-05-12,80.71428571428572
2018-05-13,82.0
2018-05-14,80.57142857142857
2018-05-15,79.14285714285714
2018-05-16,77.71428571428571
2018-05-17,76.28571428571429
2018-05-18,74.85714285714286
2018-05-19,73.42857142857143
2018-05-20,72.0
2018-05-21,71.14285714285714
2018-05-22,70.28571428571429
2018-05-23,69.42857142857143
2018-05-24,68.57142857142857
2018-05-25,67.71428571428571
2018-05-26,66.85714285714286
2018-05-27,66.0
2018-05-28,64.85714285714286
2018-05-29,63.714285714285715
2018-05-30,62.57142857142857
2018-05-31,61.42857142857143
2018-06-01,60.285714285714285
2018-06-02,59.142857142857146
2018-06-03,58.0
