date,google
2016-08-18,89.57142857142857
2016-08-19,89.71428571428571
2016-08-20,89.85714285714286
2016-08-21,90.0
2016-08-22,90.0
2016-08-23,90.0
2016-08-24,90.0
2016-08-25,90.0
2016-08-26,90.0
2016-08-27,90.0
2016-08-28,90.0
2016-08-29,90.0
2016-08-30,90.0
2016-08-31,90.0
2016-09-01,90.0
2016-09-02,90.0
2016-09-03,90.0
2016-09-04,90.0
2016-09-05,89.85714285714286
2016-09-06,89.71428571428571
2016-09-07,89.57142857142857
2016-09-08,89.42857142857143
2016-09-09,89.28571428571429
2016-09-10,89.14285714285714
2016-09-11,89.0
2016-09-12,89.71428571428571
2016-09-13,90.42857142857143
2016-09-14,91.14285714285714
2016-09-15,91.85714285714286
2016-09-16,92.57142857142857
2016-09-17,93.28571428571429
2016-09-18,94.0
2016-09-19,93.85714285714286
2016-09-20,93.71428571428571
2016-09-21,93.57142857142857
2016-09-22,93.42857142857143
2016-09-23,93.28571428571429
2016-09-24,93.14285714285714
2016-09-25,93.0
2016-09-26,93.14285714285714
2016-09-27,93.28571428571429
2016-09-28,93.42857142857143
2016-09-29,93.57142857142857
2016-09-30,93.71428571428571
2016-10-01,93.85714285714286
2016-10-02,94.0
2016-10-03,93.71428571428571
2016-10-04,93.42857142857143
2016-10-05,93.14285714285714
2016-10-06,92.85714285714286
2016-10-07,92.57142857142857
2016-10-08,92.28571428571429
2016-10-09,92.0
2016-10-10,91.85714285714286
2016-10-11,91.71428571428571
2016-10-12,91.57142857142857
2016-10-13,91.42857142857143
2016-10-14,91.28571428571429
2016-10-15,91.14285714285714
2016-10-16,91.0
2016-10-17,91.0
2016-10-18,91.0
2016-10-19,91.0
2016-10-20,91.0
2016-10-21,91.0
2016-10-22,91.0
2016-10-23,91.0
2016-10-24,91.0
2016-10-25,91.0
2016-10-26,91.0
2016-10-27,91.0
2016-10-28,91.0
2016-10-29,91.0
2016-10-30,91.0
2016-10-31,90.85714285714286
2016-11-01,90.71428571428571
2016-11-02,90.57142857142857
2016-11-03,90.42857142857143
2016-11-04,90.28571428571429
2016-11-05,90.14285714285714
2016-11-06,90.0
2016-11-07,90.14285714285714
2016-11-08,90.28571428571429
2016-11-09,90.42857142857143
2016-11-10,90.57142857142857
2016-11-11,90.71428571428571
2016-11-12,90.85714285714286
2016-11-13,91.0
2016-11-14,90.28571428571429
2016-11-15,89.57142857142857
2016-11-16,88.85714285714286
2016-11-17,88.14285714285714
2016-11-18,87.42857142857143
2016-11-19,86.71428571428571
2016-11-20,86.0
2016-11-21,86.57142857142857
2016-11-22,87.14285714285714
2016-11-23,87.71428571428571
2016-11-24,88.28571428571429
2016-11-25,88.85714285714286
2016-11-26,89.42857142857143
2016-11-27,90.0
2016-11-28,89.42857142857143
2016-11-29,88.85714285714286
2016-11-30,88.28571428571429
2016-12-01,87.71428571428571
2016-12-02,87.14285714285714
2016-12-03,86.57142857142857
2016-12-04,86.0
2016-12-05,86.14285714285714
2016-12-06,86.28571428571429
2016-12-07,86.42857142857143
2016-12-08,86.57142857142857
2016-12-09,86.71428571428571
2016-12-10,86.85714285714286
2016-12-11,87.0
2016-12-12,86.42857142857143
2016-12-13,85.85714285714286
2016-12-14,85.28571428571429
2016-12-15,84.71428571428571
2016-12-16,84.14285714285714
2016-12-17,83.57142857142857
2016-12-18,83.0
2016-12-19,82.28571428571429
2016-12-20,81.57142857142857
2016-12-21,80.85714285714286
2016-12-22,80.14285714285714
2016-12-23,79.42857142857143
2016-12-24,78.71428571428571
2016-12-25,78.0
2016-12-26,78.71428571428571
2016-12-27,79.42857142857143
2016-12-28,80.14285714285714
2016-12-29,80.85714285714286
2016-12-30,81.57142857142857
2016-12-31,82.28571428571429
2017-01-01,83.0
2017-01-02,83.28571428571429
2017-01-03,83.57142857142857
2017-01-04,83.85714285714286
2017-01-05,84.14285714285714
2017-01-06,84.42857142857143
2017-01-07,84.71428571428571
2017-01-08,85.0
2017-01-09,85.0
2017-01-10,85.0
2017-01-11,85.0
2017-01-12,85.0
2017-01-13,85.0
2017-01-14,85.0
2017-01-15,85.0
2017-01-16,85.28571428571429
2017-01-17,85.57142857142857
2017-01-18,85.85714285714286
2017-01-19,86.14285714285714
2017-01-20,86.42857142857143
2017-01-21,86.71428571428571
2017-01-22,87.0
2017-01-23,86.42857142857143
2017-01-24,85.85714285714286
2017-01-25,85.28571428571429
2017-01-26,84.71428571428571
2017-01-27,84.14285714285714
2017-01-28,83.57142857142857
2017-01-29,83.0
2017-01-30,83.71428571428571
2017-01-31,84.42857142857143
2017-02-01,85.14285714285714
2017-02-02,85.85714285714286
2017-02-03,86.57142857142857
2017-02-04,87.28571428571429
2017-02-05,88.0
2017-02-06,87.85714285714286
2017-02-07,87.71428571428571
2017-02-08,87.57142857142857
2017-02-09,87.42857142857143
2017-02-10,87.28571428571429
2017-02-11,87.14285714285714
2017-02-12,87.0
2017-02-13,87.14285714285714
2017-02-14,87.28571428571429
2017-02-15,87.42857142857143
2017-02-16,87.57142857142857
2017-02-17,87.71428571428571
2017-02-18,87.85714285714286
2017-02-19,88.0
2017-02-20,87.85714285714286
2017-02-21,87.71428571428571
2017-02-22,87.57142857142857
2017-02-23,87.42857142857143
2017-02-24,87.28571428571429
2017-02-25,87.14285714285714
2017-02-26,87.0
2017-02-27,86.85714285714286
2017-02-28,86.71428571428571
2017-03-01,86.57142857142857
2017-03-02,86.42857142857143
2017-03-03,86.28571428571429
2017-03-04,86.14285714285714
2017-03-05,86.0
2017-03-06,85.71428571428571
2017-03-07,85.42857142857143
2017-03-08,85.14285714285714
2017-03-09,84.85714285714286
2017-03-10,84.57142857142857
2017-03-11,84.28571428571429
2017-03-12,84.0
2017-03-13,84.57142857142857
2017-03-14,85.14285714285714
2017-03-15,85.71428571428571
2017-03-16,86.28571428571429
2017-03-17,86.85714285714286
2017-03-18,87.42857142857143
2017-03-19,88.0
2017-03-20,87.71428571428571
2017-03-21,87.42857142857143
2017-03-22,87.14285714285714
2017-03-23,86.85714285714286
2017-03-24,86.57142857142857
2017-03-25,86.28571428571429
2017-03-26,86.0
2017-03-27,85.71428571428571
2017-03-28,85.42857142857143
2017-03-29,85.14285714285714
2017-03-30,84.85714285714286
2017-03-31,84.57142857142857
2017-04-01,84.28571428571429
2017-04-02,84.0
2017-04-03,83.28571428571429
2017-04-04,82.57142857142857
2017-04-05,81.85714285714286
2017-04-06,81.14285714285714
2017-04-07,80.42857142857143
2017-04-08,79.71428571428571
2017-04-09,79.0
2017-04-10,79.71428571428571
2017-04-11,80.42857142857143
2017-04-12,81.14285714285714
2017-04-13,81.85714285714286
2017-04-14,82.57142857142857
2017-04-15,83.28571428571429
2017-04-16,84.0
2017-04-17,84.57142857142857
2017-04-18,85.14285714285714
2017-04-19,85.71428571428571
2017-04-20,86.28571428571429
2017-04-21,86.85714285714286
2017-04-22,87.42857142857143
2017-04-23,88.0
2017-04-24,87.71428571428571
2017-04-25,87.42857142857143
2017-04-26,87.14285714285714
2017-04-27,86.85714285714286
2017-04-28,86.57142857142857
2017-04-29,86.28571428571429
2017-04-30,86.0
2017-05-01,86.14285714285714
2017-05-02,86.28571428571429
2017-05-03,86.42857142857143
2017-05-04,86.57142857142857
2017-05-05,86.71428571428571
2017-05-06,86.85714285714286
2017-05-07,87.0
2017-05-08,86.42857142857143
2017-05-09,85.85714285714286
2017-05-10,85.28571428571429
2017-05-11,84.71428571428571
2017-05-12,84.14285714285714
2017-05-13,83.57142857142857
2017-05-14,83.0
2017-05-15,83.0
2017-05-16,83.0
2017-05-17,83.0
2017-05-18,83.0
2017-05-19,83.0
2017-05-20,83.0
2017-05-21,83.0
2017-05-22,82.42857142857143
2017-05-23,81.85714285714286
2017-05-24,81.28571428571429
2017-05-25,80.71428571428571
2017-05-26,80.14285714285714
2017-05-27,79.57142857142857
2017-05-28,79.0
2017-05-29,78.85714285714286
2017-05-30,78.71428571428571
2017-05-31,78.57142857142857
2017-06-01,78.42857142857143
2017-06-02,78.28571428571429
2017-06-03,78.14285714285714
2017-06-04,78.0
2017-06-05,78.0
2017-06-06,78.0
2017-06-07,78.0
2017-06-08,78.0
2017-06-09,78.0
2017-06-10,78.0
2017-06-11,78.0
2017-06-12,77.71428571428571
2017-06-13,77.42857142857143
2017-06-14,77.14285714285714
2017-06-15,76.85714285714286
2017-06-16,76.57142857142857
2017-06-17,76.28571428571429
2017-06-18,76.0
2017-06-19,76.0
2017-06-20,76.0
2017-06-21,76.0
2017-06-22,76.0
2017-06-23,76.0
2017-06-24,76.0
2017-06-25,76.0
2017-06-26,76.0
2017-06-27,76.0
2017-06-28,76.0
2017-06-29,76.0
2017-06-30,76.0
2017-07-01,76.0
2017-07-02,76.0
2017-07-03,76.0
2017-07-04,76.0
2017-07-05,76.0
2017-07-06,76.0
2017-07-07,76.0
2017-07-08,76.0
2017-07-09,76.0
2017-07-10,76.0
2017-07-11,76.0
2017-07-12,76.0
2017-07-13,76.0
2017-07-14,76.0
2017-07-15,76.0
2017-07-16,76.0
2017-07-17,75.85714285714286
2017-07-18,75.71428571428571
2017-07-19,75.57142857142857
2017-07-20,75.42857142857143
2017-07-21,75.28571428571429
2017-07-22,75.14285714285714
2017-07-23,75.0
2017-07-24,75.14285714285714
2017-07-25,75.28571428571429
2017-07-26,75.42857142857143
2017-07-27,75.57142857142857
2017-07-28,75.71428571428571
2017-07-29,75.85714285714286
2017-07-30,76.0
2017-07-31,75.85714285714286
2017-08-01,75.71428571428571
2017-08-02,75.57142857142857
2017-08-03,75.42857142857143
2017-08-04,75.28571428571429
2017-08-05,75.14285714285714
2017-08-06,75.0
2017-08-07,75.28571428571429
2017-08-08,75.57142857142857
2017-08-09,75.85714285714286
2017-08-10,76.14285714285714
2017-08-11,76.42857142857143
2017-08-12,76.71428571428571
2017-08-13,77.0
2017-08-14,77.28571428571429
2017-08-15,77.57142857142857
2017-08-16,77.85714285714286
2017-08-17,78.14285714285714
2017-08-18,78.42857142857143
2017-08-19,78.71428571428571
2017-08-20,79.0
2017-08-21,79.14285714285714
2017-08-22,79.28571428571429
2017-08-23,79.42857142857143
2017-08-24,79.57142857142857
2017-08-25,79.71428571428571
2017-08-26,79.85714285714286
2017-08-27,80.0
2017-08-28,80.14285714285714
2017-08-29,80.28571428571429
2017-08-30,80.42857142857143
2017-08-31,80.57142857142857
2017-09-01,80.71428571428571
2017-09-02,80.85714285714286
2017-09-03,81.0
2017-09-04,81.71428571428571
2017-09-05,82.42857142857143
2017-09-06,83.14285714285714
2017-09-07,83.85714285714286
2017-09-08,84.57142857142857
2017-09-09,85.28571428571429
2017-09-10,86.0
2017-09-11,85.85714285714286
2017-09-12,85.71428571428571
2017-09-13,85.57142857142857
2017-09-14,85.42857142857143
2017-09-15,85.28571428571429
2017-09-16,85.14285714285714
2017-09-17,85.0
2017-09-18,85.14285714285714
2017-09-19,85.28571428571429
2017-09-20,85.42857142857143
2017-09-21,85.57142857142857
2017-09-22,85.71428571428571
2017-09-23,85.85714285714286
2017-09-24,86.0
2017-09-25,86.28571428571429
2017-09-26,86.57142857142857
2017-09-27,86.85714285714286
2017-09-28,87.14285714285714
2017-09-29,87.42857142857143
2017-09-30,87.71428571428571
2017-10-01,88.0
2017-10-02,87.57142857142857
2017-10-03,87.14285714285714
2017-10-04,86.71428571428571
2017-10-05,86.28571428571429
2017-10-06,85.85714285714286
2017-10-07,85.42857142857143
2017-10-08,85.0
2017-10-09,85.14285714285714
2017-10-10,85.28571428571429
2017-10-11,85.42857142857143
2017-10-12,85.57142857142857
2017-10-13,85.71428571428571
2017-10-14,85.85714285714286
2017-10-15,86.0
2017-10-16,85.71428571428571
2017-10-17,85.42857142857143
2017-10-18,85.14285714285714
2017-10-19,84.85714285714286
2017-10-20,84.57142857142857
2017-10-21,84.28571428571429
2017-10-22,84.0
2017-10-23,84.0
2017-10-24,84.0
2017-10-25,84.0
2017-10-26,84.0
2017-10-27,84.0
2017-10-28,84.0
2017-10-29,84.0
2017-10-30,84.0
2017-10-31,84.0
2017-11-01,84.0
2017-11-02,84.0
2017-11-03,84.0
2017-11-04,84.0
2017-11-05,84.0
2017-11-06,84.28571428571429
2017-11-07,84.57142857142857
2017-11-08,84.85714285714286
2017-11-09,85.14285714285714
2017-11-10,85.42857142857143
2017-11-11,85.71428571428571
2017-11-12,86.0
2017-11-13,85.14285714285714
2017-11-14,84.28571428571429
2017-11-15,83.42857142857143
2017-11-16,82.57142857142857
2017-11-17,81.71428571428571
2017-11-18,80.85714285714286
2017-11-19,80.0
2017-11-20,80.57142857142857
2017-11-21,81.14285714285714
2017-11-22,81.71428571428571
2017-11-23,82.28571428571429
2017-11-24,82.85714285714286
2017-11-25,83.42857142857143
2017-11-26,84.0
2017-11-27,84.28571428571429
2017-11-28,84.57142857142857
2017-11-29,84.85714285714286
2017-11-30,85.14285714285714
2017-12-01,85.42857142857143
2017-12-02,85.71428571428571
2017-12-03,86.0
2017-12-04,85.28571428571429
2017-12-05,84.57142857142857
2017-12-06,83.85714285714286
2017-12-07,83.14285714285714
2017-12-08,82.42857142857143
2017-12-09,81.71428571428571
2017-12-10,81.0
2017-12-11,80.28571428571429
2017-12-12,79.57142857142857
2017-12-13,78.85714285714286
2017-12-14,78.14285714285714
2017-12-15,77.42857142857143
2017-12-16,76.71428571428571
2017-12-17,76.0
2017-12-18,75.42857142857143
2017-12-19,74.85714285714286
2017-12-20,74.28571428571429
2017-12-21,73.71428571428571
2017-12-22,73.14285714285714
2017-12-23,72.57142857142857
2017-12-24,72.0
2017-12-25,72.28571428571429
2017-12-26,72.57142857142857
2017-12-27,72.85714285714286
2017-12-28,73.14285714285714
2017-12-29,73.42857142857143
2017-12-30,73.71428571428571
2017-12-31,74.0
2018-01-01,75.0
2018-01-02,76.0
2018-01-03,77.0
2018-01-04,78.0
2018-01-05,79.0
2018-01-06,80.0
2018-01-07,81.0
2018-01-08,81.14285714285714
2018-01-09,81.28571428571429
2018-01-10,81.42857142857143
2018-01-11,81.57142857142857
2018-01-12,81.71428571428571
2018-01-13,81.85714285714286
2018-01-14,82.0
2018-01-15,82.0
2018-01-16,82.0
2018-01-17,82.0
2018-01-18,82.0
2018-01-19,82.0
2018-01-20,82.0
2018-01-21,82.0
2018-01-22,81.85714285714286
2018-01-23,81.71428571428571
2018-01-24,81.57142857142857
2018-01-25,81.42857142857143
2018-01-26,81.28571428571429
2018-01-27,81.14285714285714
2018-01-28,81.0
2018-01-29,81.0
2018-01-30,81.0
2018-01-31,81.0
2018-02-01,81.0
2018-02-02,81.0
2018-02-03,81.0
2018-02-04,81.0
2018-02-05,80.71428571428571
2018-02-06,80.42857142857143
2018-02-07,80.14285714285714
2018-02-08,79.85714285714286
2018-02-09,79.57142857142857
2018-02-10,79.28571428571429
2018-02-11,79.0
2018-02-12,78.85714285714286
2018-02-13,78.71428571428571
2018-02-14,78.57142857142857
2018-02-15,78.42857142857143
2018-02-16,78.28571428571429
2018-02-17,78.14285714285714
2018-02-18,78.0
2018-02-19,78.14285714285714
2018-02-20,78.28571428571429
2018-02-21,78.42857142857143
2018-02-22,78.57142857142857
2018-02-23,78.71428571428571
2018-02-24,78.85714285714286
2018-02-25,79.0
2018-02-26,79.42857142857143
2018-02-27,79.85714285714286
2018-02-28,80.28571428571429
2018-03-01,80.71428571428571
2018-03-02,81.14285714285714
2018-03-03,81.57142857142857
2018-03-04,82.0
2018-03-05,81.85714285714286
2018-03-06,81.71428571428571
2018-03-07,81.57142857142857
2018-03-08,81.42857142857143
2018-03-09,81.28571428571429
2018-03-10,81.14285714285714
2018-03-11,81.0
2018-03-12,81.0
2018-03-13,81.0
2018-03-14,81.0
2018-03-15,81.0
2018-03-16,81.0
2018-03-17,81.0
2018-03-18,81.0
2018-03-19,80.28571428571429
2018-03-20,79.57142857142857
2018-03-21,78.85714285714286
2018-03-22,78.14285714285714
2018-03-23,77.42857142857143
2018-03-24,76.71428571428571
2018-03-25,76.0
2018-03-26,76.0
2018-03-27,76.0
2018-03-28,76.0
2018-03-29,76.0
2018-03-30,76.0
2018-03-31,76.0
2018-04-01,76.0
2018-04-02,76.42857142857143
2018-04-03,76.85714285714286
2018-04-04,77.28571428571429
2018-04-05,77.71428571428571
2018-04-06,78.14285714285714
2018-04-07,78.57142857142857
2018-04-08,79.0
2018-04-09,78.57142857142857
2018-04-10,78.14285714285714
2018-04-11,77.71428571428571
2018-04-12,77.28571428571429
2018-04-13,76.85714285714286
2018-04-14,76.42857142857143
2018-04-15,76.0
2018-04-16,76.14285714285714
2018-04-17,76.28571428571429
2018-04-18,76.42857142857143
2018-04-19,76.57142857142857
2018-04-20,76.71428571428571
2018-04-21,76.85714285714286
2018-04-22,77.0
2018-04-23,76.85714285714286
2018-04-24,76.71428571428571
2018-04-25,76.57142857142857
2018-04-26,76.42857142857143
2018-04-27,76.28571428571429
2018-04-28,76.14285714285714
2018-04-29,76.0
2018-04-30,76.28571428571429
2018-05-01,76.57142857142857
2018-05-02,76.85714285714286
2018-05-03,77.14285714285714
2018-05-04,77.42857142857143
2018-05-05,77.71428571428571
2018-05-06,78.0
2018-05-07,77.85714285714286
2018-05-08,77.71428571428571
2018-05-09,77.57142857142857
2018-05-10,77.42857142857143
2018-05-11,77.28571428571429
2018-05-12,77.14285714285714
2018-05-13,77.0
2018-05-14,76.71428571428571
2018-05-15,76.42857142857143
2018-05-16,76.14285714285714
2018-05-17,75.85714285714286
2018-05-18,75.57142857142857
2018-05-19,75.28571428571429
2018-05-20,75.0
2018-05-21,74.42857142857143
2018-05-22,73.85714285714286
2018-05-23,73.28571428571429
2018-05-24,72.71428571428571
2018-05-25,72.14285714285714
2018-05-26,71.57142857142857
2018-05-27,71.0
2018-05-28,70.85714285714286
2018-05-29,70.71428571428571
2018-05-30,70.57142857142857
2018-05-31,70.42857142857143
2018-06-01,70.28571428571429
2018-06-02,70.14285714285714
2018-06-03,70.0
