date,pixel
2017-08-15,24.857142857142858
2017-08-16,25.285714285714285
2017-08-17,25.714285714285715
2017-08-18,26.142857142857142
2017-08-19,26.57142857142857
2017-08-20,27.0
2017-08-21,26.857142857142858
2017-08-22,26.714285714285715
2017-08-23,26.571428571428573
2017-08-24,26.428571428571427
2017-08-25,26.285714285714285
2017-08-26,26.142857142857142
2017-08-27,26.0
2017-08-28,25.857142857142858
2017-08-29,25.714285714285715
2017-08-30,25.571428571428573
2017-08-31,25.428571428571427
2017-09-01,25.285714285714285
2017-09-02,25.142857142857142
2017-09-03,25.0
2017-09-04,25.857142857142858
2017-09-05,26.714285714285715
2017-09-06,27.57142857142857
2017-09-07,28.428571428571427
2017-09-08,29.285714285714285
2017-09-09,30.142857142857142
2017-09-10,31.0
2017-09-11,31.142857142857142
2017-09-12,31.285714285714285
2017-09-13,31.428571428571427
2017-09-14,31.571428571428573
2017-09-15,31.714285714285715
2017-09-16,31.857142857142858
2017-09-17,32.0
2017-09-18,31.714285714285715
2017-09-19,31.428571428571427
2017-09-20,31.142857142857142
2017-09-21,30.857142857142858
2017-09-22,30.571428571428573
2017-09-23,30.285714285714285
2017-09-24,30.0
2017-09-25,37.0
2017-09-26,44.0
2017-09-27,51.0
2017-09-28,58.0
2017-09-29,65.0
2017-09-30,72.0
2017-10-01,79.0
2017-10-02,74.42857142857143
2017-10-03,69.85714285714286
2017-10-04,65.28571428571429
2017-10-05,60.714285714285715
2017-10-06,56.142857142857146
2017-10-07,51.57142857142857
2017-10-08,47.0
2017-10-09,47.0
2017-10-10,47.0
2017-10-11,47.0
2017-10-12,47.0
2017-10-13,47.0
2017-10-14,47.0
2017-10-15,47.0
2017-10-16,47.142857142857146
2017-10-17,47.285714285714285
2017-10-18,47.42857142857143
2017-10-19,47.57142857142857
2017-10-20,47.714285714285715
2017-10-21,47.857142857142854
2017-10-22,48.0
2017-10-23,47.42857142857143
2017-10-24,46.857142857142854
2017-10-25,46.285714285714285
2017-10-26,45.714285714285715
2017-10-27,45.142857142857146
2017-10-28,44.57142857142857
2017-10-29,44.0
2017-10-30,44.285714285714285
2017-10-31,44.57142857142857
2017-11-01,44.857142857142854
2017-11-02,45.142857142857146
2017-11-03,45.42857142857143
2017-11-04,45.714285714285715
2017-11-05,46.0
2017-11-06,46.142857142857146
2017-11-07,46.285714285714285
2017-11-08,46.42857142857143
2017-11-09,46.57142857142857
2017-11-10,46.714285714285715
2017-11-11,46.857142857142854
2017-11-12,47.0
2017-11-13,47.0
2017-11-14,47.0
2017-11-15,47.0
2017-11-16,47.0
2017-11-17,47.0
2017-11-18,47.0
2017-11-19,47.0
2017-11-20,46.714285714285715
2017-11-21,46.42857142857143
2017-11-22,46.142857142857146
2017-11-23,45.857142857142854
2017-11-24,45.57142857142857
2017-11-25,45.285714285714285
2017-11-26,45.0
2017-11-27,44.857142857142854
2017-11-28,44.714285714285715
2017-11-29,44.57142857142857
2017-11-30,44.42857142857143
2017-12-01,44.285714285714285
2017-12-02,44.142857142857146
2017-12-03,44.0
2017-12-04,44.142857142857146
2017-12-05,44.285714285714285
2017-12-06,44.42857142857143
2017-12-07,44.57142857142857
2017-12-08,44.714285714285715
2017-12-09,44.857142857142854
2017-12-10,45.0
2017-12-11,45.0
2017-12-12,45.0
2017-12-13,45.0
2017-12-14,45.0
2017-12-15,45.0
2017-12-16,45.0
2017-12-17,45.0
2017-12-18,45.142857142857146
2017-12-19,45.285714285714285
2017-12-20,45.42857142857143
2017-12-21,45.57142857142857
2017-12-22,45.714285714285715
2017-12-23,45.857142857142854
2017-12-24,46.0
2017-12-25,45.142857142857146
2017-12-26,44.285714285714285
2017-12-27,43.42857142857143
2017-12-28,42.57142857142857
2017-12-29,41.714285714285715
2017-12-30,40.85714285714286
2017-12-31,40.0
2018-01-01,39.42857142857143
2018-01-02,38.857142857142854
2018-01-03,38.285714285714285
2018-01-04,37.714285714285715
2018-01-05,37.142857142857146
2018-01-06,36.57142857142857
2018-01-07,36.0
2018-01-08,36.0
2018-01-09,36.0
2018-01-10,36.0
2018-01-11,36.0
2018-01-12,36.0
2018-01-13,36.0
2018-01-14,36.0
2018-01-15,36.142857142857146
2018-01-16,36.285714285714285
2018-01-17,36.42857142857143
2018-01-18,36.57142857142857
2018-01-19,36.714285714285715
2018-01-20,36.857142857142854
2018-01-21,37.0
2018-01-22,36.857142857142854
2018-01-23,36.714285714285715
2018-01-24,36.57142857142857
2018-01-25,36.42857142857143
2018-01-26,36.285714285714285
2018-01-27,36.142857142857146
2018-01-28,36.0
2018-01-29,36.0
2018-01-30,36.0
2018-01-31,36.0
2018-02-01,36.0
2018-02-02,36.0
2018-02-03,36.0
2018-02-04,36.0
2018-02-05,36.142857142857146
2018-02-06,36.285714285714285
2018-02-07,36.42857142857143
2018-02-08,36.57142857142857
2018-02-09,36.714285714285715
2018-02-10,36.857142857142854
2018-02-11,37.0
2018-02-12,36.714285714285715
2018-02-13,36.42857142857143
2018-02-14,36.142857142857146
2018-02-15,35.857142857142854
2018-02-16,35.57142857142857
2018-02-17,35.285714285714285
2018-02-18,35.0
2018-02-19,35.142857142857146
2018-02-20,35.285714285714285
2018-02-21,35.42857142857143
2018-02-22,35.57142857142857
2018-02-23,35.714285714285715
2018-02-24,35.857142857142854
2018-02-25,36.0
2018-02-26,35.857142857142854
2018-02-27,35.714285714285715
2018-02-28,35.57142857142857
2018-03-01,35.42857142857143
2018-03-02,35.285714285714285
2018-03-03,35.142857142857146
2018-03-04,35.0
2018-03-05,35.142857142857146
2018-03-06,35.285714285714285
2018-03-07,35.42857142857143
2018-03-08,35.57142857142857
2018-03-09,35.714285714285715
2018-03-10,35.857142857142854
2018-03-11,36.0
2018-03-12,35.857142857142854
2018-03-13,35.714285714285715
2018-03-14,35.57142857142857
2018-03-15,35.42857142857143
2018-03-16,35.285714285714285
2018-03-17,35.142857142857146
2018-03-18,35.0
2018-03-19,35.0
2018-03-20,35.0
2018-03-21,35.0
2018-03-22,35.0
2018-03-23,35.0
2018-03-24,35.0
2018-03-25,35.0
2018-03-26,34.714285714285715
2018-03-27,34.42857142857143
2018-03-28,34.142857142857146
2018-03-29,33.857142857142854
2018-03-30,33.57142857142857
2018-03-31,33.285714285714285
2018-04-01,33.0
2018-04-02,32.714285714285715
2018-04-03,32.42857142857143
2018-04-04,32.142857142857146
2018-04-05,31.857142857142858
2018-04-06,31.571428571428573
2018-04-07,31.285714285714285
2018-04-08,31.0
2018-04-09,30.714285714285715
2018-04-10,30.428571428571427
2018-04-11,30.142857142857142
2018-04-12,29.857142857142858
2018-04-13,29.571428571428573
2018-04-14,29.285714285714285
2018-04-15,29.0
2018-04-16,29.142857142857142
2018-04-17,29.285714285714285
2018-04-18,29.428571428571427
2018-04-19,29.571428571428573
2018-04-20,29.714285714285715
2018-04-21,29.857142857142858
2018-04-22,30.0
2018-04-23,29.857142857142858
2018-04-24,29.714285714285715
2018-04-25,29.571428571428573
2018-04-26,29.428571428571427
2018-04-27,29.285714285714285
