date,facebook
2017-04-29,72.57142857142857
2017-04-30,73.0
2017-05-01,72.57142857142857
2017-05-02,72.14285714285714
2017-05-03,71.71428571428571
2017-05-04,71.28571428571429
2017-05-05,70.85714285714286
2017-05-06,70.42857142857143
2017-05-07,70.0
2017-05-08,70.28571428571429
2017-05-09,70.57142857142857
2017-05-10,70.85714285714286
2017-05-11,71.14285714285714
2017-05-12,71.42857142857143
2017-05-13,71.71428571428571
2017-05-14,72.0
2017-05-15,71.85714285714286
2017-05-16,71.71428571428571
2017-05-17,71.57142857142857
2017-05-18,71.42857142857143
2017-05-19,71.28571428571429
2017-05-20,71.14285714285714
2017-05-21,71.0
2017-05-22,70.71428571428571
2017-05-23,70.42857142857143
2017-05-24,70.14285714285714
2017-05-25,69.85714285714286
2017-05-26,69.57142857142857
2017-05-27,69.28571428571429
2017-05-28,69.0
2017-05-29,69.14285714285714
2017-05-30,69.28571428571429
2017-05-31,69.42857142857143
2017-06-01,69.57142857142857
2017-06-02,69.71428571428571
2017-06-03,69.85714285714286
2017-06-04,70.0
2017-06-05,70.0
2017-06-06,70.0
2017-06-07,70.0
2017-06-08,70.0
2017-06-09,70.0
2017-06-10,70.0
2017-06-11,70.0
2017-06-12,69.57142857142857
2017-06-13,69.14285714285714
2017-06-14,68.71428571428571
2017-06-15,68.28571428571429
2017-06-16,67.85714285714286
2017-06-17,67.42857142857143
2017-06-18,67.0
2017-06-19,67.57142857142857
2017-06-20,68.14285714285714
2017-06-21,68.71428571428571
2017-06-22,69.28571428571429
2017-06-23,69.85714285714286
2017-06-24,70.42857142857143
2017-06-25,71.0
2017-06-26,70.85714285714286
2017-06-27,70.71428571428571
2017-06-28,70.57142857142857
2017-06-29,70.42857142857143
2017-06-30,70.28571428571429
2017-07-01,70.14285714285714
2017-07-02,70.0
2017-07-03,69.71428571428571
2017-07-04,69.42857142857143
2017-07-05,69.14285714285714
2017-07-06,68.85714285714286
2017-07-07,68.57142857142857
2017-07-08,68.28571428571429
2017-07-09,68.0
2017-07-10,68.42857142857143
2017-07-11,68.85714285714286
2017-07-12,69.28571428571429
2017-07-13,69.71428571428571
2017-07-14,70.14285714285714
2017-07-15,70.57142857142857
2017-07-16,71.0
2017-07-17,70.85714285714286
2017-07-18,70.71428571428571
2017-07-19,70.57142857142857
2017-07-20,70.42857142857143
2017-07-21,70.28571428571429
2017-07-22,70.14285714285714
2017-07-23,70.0
2017-07-24,70.42857142857143
2017-07-25,70.85714285714286
2017-07-26,71.28571428571429
2017-07-27,71.71428571428571
2017-07-28,72.14285714285714
2017-07-29,72.57142857142857
2017-07-30,73.0
2017-07-31,72.71428571428571
2017-08-01,72.42857142857143
2017-08-02,72.14285714285714
2017-08-03,71.85714285714286
2017-08-04,71.57142857142857
2017-08-05,71.28571428571429
2017-08-06,71.0
2017-08-07,70.85714285714286
2017-08-08,70.71428571428571
2017-08-09,70.57142857142857
2017-08-10,70.42857142857143
2017-08-11,70.28571428571429
2017-08-12,70.14285714285714
2017-08-13,70.0
2017-08-14,70.28571428571429
2017-08-15,70.57142857142857
2017-08-16,70.85714285714286
2017-08-17,71.14285714285714
2017-08-18,71.42857142857143
2017-08-19,71.71428571428571
2017-08-20,72.0
2017-08-21,71.85714285714286
2017-08-22,71.71428571428571
2017-08-23,71.57142857142857
2017-08-24,71.42857142857143
2017-08-25,71.28571428571429
2017-08-26,71.14285714285714
2017-08-27,71.0
2017-08-28,70.71428571428571
2017-08-29,70.42857142857143
2017-08-30,70.14285714285714
2017-08-31,69.85714285714286
2017-09-01,69.57142857142857
2017-09-02,69.28571428571429
2017-09-03,69.0
2017-09-04,69.14285714285714
2017-09-05,69.28571428571429
2017-09-06,69.42857142857143
2017-09-07,69.57142857142857
2017-09-08,69.71428571428571
2017-09-09,69.85714285714286
2017-09-10,70.0
2017-09-11,69.42857142857143
2017-09-12,68.85714285714286
2017-09-13,68.28571428571429
2017-09-14,67.71428571428571
2017-09-15,67.14285714285714
2017-09-16,66.57142857142857
2017-09-17,66.0
2017-09-18,66.0
2017-09-19,66.0
2017-09-20,66.0
2017-09-21,66.0
2017-09-22,66.0
2017-09-23,66.0
2017-09-24,66.0
2017-09-25,65.85714285714286
2017-09-26,65.71428571428571
2017-09-27,65.57142857142857
2017-09-28,65.42857142857143
2017-09-29,65.28571428571429
2017-09-30,65.14285714285714
2017-10-01,65.0
2017-10-02,64.85714285714286
2017-10-03,64.71428571428571
2017-10-04,64.57142857142857
2017-10-05,64.42857142857143
2017-10-06,64.28571428571429
2017-10-07,64.14285714285714
2017-10-08,64.0
2017-10-09,64.0
2017-10-10,64.0
2017-10-11,64.0
2017-10-12,64.0
2017-10-13,64.0
2017-10-14,64.0
2017-10-15,64.0
2017-10-16,64.14285714285714
2017-10-17,64.28571428571429
2017-10-18,64.42857142857143
2017-10-19,64.57142857142857
2017-10-20,64.71428571428571
2017-10-21,64.85714285714286
2017-10-22,65.0
2017-10-23,64.71428571428571
2017-10-24,64.42857142857143
2017-10-25,64.14285714285714
2017-10-26,63.857142857142854
2017-10-27,63.57142857142857
2017-10-28,63.285714285714285
2017-10-29,63.0
2017-10-30,62.857142857142854
2017-10-31,62.714285714285715
2017-11-01,62.57142857142857
2017-11-02,62.42857142857143
2017-11-03,62.285714285714285
2017-11-04,62.142857142857146
2017-11-05,62.0
2017-11-06,61.714285714285715
2017-11-07,61.42857142857143
2017-11-08,61.142857142857146
2017-11-09,60.857142857142854
2017-11-10,60.57142857142857
2017-11-11,60.285714285714285
2017-11-12,60.0
2017-11-13,60.0
2017-11-14,60.0
2017-11-15,60.0
2017-11-16,60.0
2017-11-17,60.0
2017-11-18,60.0
2017-11-19,60.0
2017-11-20,59.857142857142854
2017-11-21,59.714285714285715
2017-11-22,59.57142857142857
2017-11-23,59.42857142857143
2017-11-24,59.285714285714285
2017-11-25,59.142857142857146
2017-11-26,59.0
2017-11-27,58.714285714285715
2017-11-28,58.42857142857143
2017-11-29,58.142857142857146
2017-11-30,57.857142857142854
2017-12-01,57.57142857142857
2017-12-02,57.285714285714285
2017-12-03,57.0
2017-12-04,57.42857142857143
2017-12-05,57.857142857142854
2017-12-06,58.285714285714285
2017-12-07,58.714285714285715
2017-12-08,59.142857142857146
2017-12-09,59.57142857142857
2017-12-10,60.0
2017-12-11,59.857142857142854
2017-12-12,59.714285714285715
2017-12-13,59.57142857142857
2017-12-14,59.42857142857143
2017-12-15,59.285714285714285
2017-12-16,59.142857142857146
2017-12-17,59.0
2017-12-18,59.42857142857143
2017-12-19,59.857142857142854
2017-12-20,60.285714285714285
2017-12-21,60.714285714285715
2017-12-22,61.142857142857146
2017-12-23,61.57142857142857
2017-12-24,62.0
2017-12-25,61.857142857142854
2017-12-26,61.714285714285715
2017-12-27,61.57142857142857
2017-12-28,61.42857142857143
2017-12-29,61.285714285714285
2017-12-30,61.142857142857146
2017-12-31,61.0
2018-01-01,60.285714285714285
2018-01-02,59.57142857142857
2018-01-03,58.857142857142854
2018-01-04,58.142857142857146
2018-01-05,57.42857142857143
2018-01-06,56.714285714285715
2018-01-07,56.0
2018-01-08,56.142857142857146
2018-01-09,56.285714285714285
2018-01-10,56.42857142857143
2018-01-11,56.57142857142857
2018-01-12,56.714285714285715
2018-01-13,56.857142857142854
2018-01-14,57.0
2018-01-15,57.142857142857146
2018-01-16,57.285714285714285
2018-01-17,57.42857142857143
2018-01-18,57.57142857142857
2018-01-19,57.714285714285715
2018-01-20,57.857142857142854
2018-01-21,58.0
2018-01-22,57.714285714285715
2018-01-23,57.42857142857143
2018-01-24,57.142857142857146
2018-01-25,56.857142857142854
2018-01-26,56.57142857142857
2018-01-27,56.285714285714285
2018-01-28,56.0
2018-01-29,55.857142857142854
2018-01-30,55.714285714285715
2018-01-31,55.57142857142857
2018-02-01,55.42857142857143
2018-02-02,55.285714285714285
2018-02-03,55.142857142857146
2018-02-04,55.0
2018-02-05,54.857142857142854
2018-02-06,54.714285714285715
2018-02-07,54.57142857142857
2018-02-08,54.42857142857143
2018-02-09,54.285714285714285
2018-02-10,54.142857142857146
2018-02-11,54.0
2018-02-12,54.285714285714285
2018-02-13,54.57142857142857
2018-02-14,54.857142857142854
2018-02-15,55.142857142857146
2018-02-16,55.42857142857143
2018-02-17,55.714285714285715
2018-02-18,56.0
2018-02-19,55.714285714285715
2018-02-20,55.42857142857143
2018-02-21,55.142857142857146
2018-02-22,54.857142857142854
2018-02-23,54.57142857142857
2018-02-24,54.285714285714285
2018-02-25,54.0
2018-02-26,54.0
2018-02-27,54.0
2018-02-28,54.0
2018-03-01,54.0
2018-03-02,54.0
2018-03-03,54.0
