time,amzn,aapl,fb,sp500,nasdaq,fdn,ivw,iyw,AI,android,android vr,apple,enterprise software,gmail,google glass,google news,google play,IaaS,pixel,self-driving car,uber,youtube
2016-01-05,-0.011004870725143556,-0.08206070851165848,0.018778549321125215,0.016031996144047822,-0.01293061663870243,-0.012996508653200456,0.012022604880083332,-0.02008032387539571,-0.031682380816835554,-0.05912600180741778,0.01465890366936673,-0.08027859483858019,0.042658667988999754,0.01631725986294963,0.013431733886986041,-0.028747667458898674,-0.059616036699886576,0.05823895336481888,0.0,0.07130867369269361,-0.0314889916015213,0.03393337141485453
2016-01-06,-0.003920312299644735,-0.062478539779588615,0.00883685609070417,-0.1047044829307413,-0.06173869872018445,-0.021314482135388113,-0.0683166602897951,-0.05076927440559875,-0.03168238081682612,-0.05912600180741756,0.014658903669366952,-0.08027859483858019,0.042658667988999754,0.016317259862951405,0.013431733886982045,-0.028747667458895787,-0.059616036699886576,0.058238953364819324,0.0,0.07130867369269406,-0.03148899160152263,0.03393337141485775
2016-01-07,-0.08497799312173093,-0.13210431064177652,-0.18594384023460653,-0.18672681347653053,-0.16228007788801935,-0.13828264412591484,-0.15631080050419466,-0.12881733154874087,-0.03168238081682928,-0.059126001807419115,0.014658903669367174,-0.08027859483857863,0.042658667989001864,0.01631725986294963,0.013431733886983377,-0.028747667458895787,-0.05961603669988813,0.058238953364819324,0.0,0.07130867369269364,-0.03148899160152219,0.03393337141485442
2016-01-08,-0.0030607663388659834,0.015852022627415918,-0.021723971641809614,-0.08336763323829999,-0.050792701020580866,-0.041069019330148615,-0.05793390186030711,-0.02993088122843446,-0.03168238081682606,-0.05912600180741756,0.01465890366936673,-0.08027859483857858,0.042658667989001864,0.016317259862951405,0.013431733886982045,-0.028747667458895787,-0.059616036699886576,0.0582389533648171,0.0,0.07130867369269406,-0.031488991601520855,0.03393337141485786
2016-01-09,0.012254338427640121,0.01626731133756598,0.002209232432946351,0.0021640484018752293,-0.0020847974743885,-0.0020794933705468033,0.0054654208959123984,0.00644097128849852,-0.03168238081683558,-0.05912600180741756,0.01465890366936673,-0.08027859483857941,0.042658667989000865,0.01631725986294963,0.013431733886986041,-0.028747667458898674,-0.05961603669988669,0.05823895336482021,0.0,0.07130867369269363,-0.03148899160152041,0.03393337141485442
2016-01-10,0.012254338427639677,0.016267311337565316,0.0022092324329459068,0.0021640484018752293,-0.0020847974743885,-0.002079493370546137,0.005465420895911732,0.006440971288497854,-0.03168238081682925,-0.05912600180741756,0.014658903669366952,-0.08027859483857935,0.042658667989000754,0.01631725986294974,0.013431733886983377,-0.028747667458895787,-0.059616036699886576,0.05823895336481866,0.0,0.07130867369269407,-0.03148899160152263,0.03393337141485442
2016-01-11,0.012254338427640121,0.01626731133756598,0.002209232432946573,0.0021640484018750072,-0.0020847974743885,-0.0020794933705470253,0.0054654208959126205,0.00644097128849852,0.0,-0.014781500451854113,0.0,-0.01605571896771707,0.0,0.03263451972589937,-0.10745387109586924,-0.05749533491779446,0.029808018349943954,0.04367921502361427,0.01172586117904939,-0.12479017896221428,0.12595596640608608,0.06786674282970884
2016-01-12,0.0005159373560288394,0.044449310441132095,0.06848624224187727,0.059418459256701084,0.053154208262241376,0.030671968365692193,0.06066596305417504,0.04698016891674239,0.0,-0.014781500451855445,0.0,-0.016055718967714516,0.0,0.032634519725901034,-0.1074538710958719,-0.057495334917791574,0.029808018349942622,0.04367921502361294,0.011725861179049613,-0.12479017896221431,0.12595596640608786,0.06786674282971217
2016-01-13,-0.12407951059120581,-0.07988499876650379,-0.14470476117852638,-0.19159580263343323,-0.1772852026634406,-0.14920002331081217,-0.16833515554746614,-0.111767151877318,0.0,-0.014781500451854113,0.0,-0.016055718967716293,0.0,0.032634519725901034,-0.1074538710958679,-0.05749533491779446,0.029808018349943954,0.043679215023615825,0.011725861179049613,-0.12479017896221431,0.12595596640608608,0.06786674282971239
2016-01-14,0.03848251988558116,0.06620793740129938,0.1078842206294206,0.12493281688543756,0.09863473650705812,0.06654202033231793,0.0956448939068959,0.07539495032351518,0.0,-0.01478150045185389,0.0,-0.016055718967715293,0.0,0.03263451972589948,-0.10745387109586924,-0.057495334917791574,0.029808018349942733,0.043679215023613605,0.011725861179049835,-0.12479017896221428,0.12595596640608608,0.06786674282970884
2016-01-15,-0.07847821413853251,-0.07428950299626202,-0.12518991150804126,-0.16432106560424065,-0.14037779315114363,-0.11228962681951393,-0.13226265498642276,-0.12085991140171037,0.0,-0.014781500451854113,0.0,-0.016055718967715404,0.0,0.032634519725901034,-0.10745387109586924,-0.05749533491779446,0.029808018349943843,0.043679215023613605,0.011725861179049613,-0.12479017896221423,0.12595596640608697,0.06786674282971217
2016-01-16,0.0036969237189421467,-0.003652409642447285,0.0026694983949455686,0.0009896472296937464,-0.0031799928348639206,0.0,0.004098839844425939,-0.0019889963044184,0.0,-0.014781500451855445,0.0,-0.01605571896771707,0.0,0.032634519725901034,-0.10745387109587057,-0.057495334917791574,0.029808018349942733,0.04367921502361427,0.011725861179049613,-0.12479017896221434,0.1259559664060852,0.06786674282971217
2016-01-17,0.0036969237189419246,-0.003652409642447285,0.0026694983949453466,0.0009896472296937464,-0.0031799928348639206,0.0,0.004098839844425939,-0.001988996304418178,0.0,-0.014781500451854113,0.0,-0.016055718967715404,0.0,0.03263451972589948,-0.10745387109586924,-0.05749533491779446,0.029808018349944065,0.04367921502361449,0.011725861179049613,-0.12479017896221434,0.12595596640608786,0.06786674282970906
2016-01-18,0.0036969237189425908,-0.003652409642447285,0.0026694983949449025,0.0009896472296937464,-0.0031799928348639206,0.0,0.004098839844425273,-0.001988996304417956,0.0,0.0,-0.02931780733873368,0.04816715690314788,0.06398800198350174,0.03263451972589926,0.2552029438526897,0.05749533491779446,0.014904009174971256,0.0,0.0,-0.053481505269520446,0.015744495800760205,-0.03393337141485464
2016-01-19,0.0036969237189419246,-0.003652409642447063,0.0026694983949455686,0.0009896472296937464,-0.0031799928348636985,0.0,0.004098839844425939,-0.001988996304418178,0.0,0.0,-0.029317807338733903,0.0481671569031461,0.0639880019835018,0.032634519725901034,0.25520294385269104,0.057495334917791574,0.01490400917497281,0.0,0.0,-0.053481505269520446,0.015744495800761982,-0.03393337141485442
2016-01-20,-0.009319577386056377,0.004041026868006226,-0.03350683918184849,-0.08708895621305035,-0.005833641909547493,-0.0202745015129584,-0.04536253613536401,-0.017428923458248313,0.0,0.0,-0.02931780733873368,0.04816715690314943,0.06398800198350174,0.032634519725901034,0.25520294385268993,0.05749533491779446,0.014904009174971256,0.0,0.0,-0.053481505269520224,0.015744495800760205,-0.03393337141485775
2016-01-21,0.011176779917299262,-0.015230814327233944,-0.006995681781086782,0.038240103547389825,0.0004104622849547823,0.0057185157934427355,0.0169419748612345,0.006062615320419074,0.0,0.0,-0.02931780733873368,0.04816715690314699,0.06398800198349963,0.03263451972589948,0.2552029438526908,0.057495334917791574,0.014904009174971256,0.0,0.0,-0.053481505269520335,0.01574449580076065,-0.03393337141485442
2016-01-22,0.07345718504055831,0.15914810583535632,0.13918156963453931,0.15007024050278406,0.13210466772161378,0.08421711614256666,0.13281096417626426,0.10646256707679269,0.0,0.0,-0.02931780733873368,0.04816715690314699,0.06398800198350174,0.032634519725901034,0.25520294385268993,0.05749533491779446,0.014904009174971256,0.0,0.0,-0.05348150526952056,0.015744495800761094,-0.03393337141485775
2016-01-23,0.00017197797233992063,-0.020515234077703726,-0.01141436757022296,-0.03934846358063915,-0.02687114171379701,-0.019581354384787586,-0.02386597799451362,-0.018943562495968402,0.0,0.0,-0.029317807338733903,0.04816715690314782,0.06398800198350174,0.032634519725901034,0.2552029438526895,0.057495334917791574,0.01490400917497281,0.0,0.0,-0.053481505269520335,0.01574449580075976,-0.03393337141485442
2016-01-24,0.00017197797233947654,-0.020515234077703726,-0.011414367570222739,-0.03934846358063915,-0.026871141713797675,-0.019581354384787586,-0.023865977994512955,-0.018943562495968846,0.0,0.0,-0.02931780733873368,0.04816715690314782,0.06398800198350177,0.03263451972589948,0.25520294385269127,0.05749533491779446,0.014904009174971256,0.0,0.0,-0.05348150526952056,0.015744495800761538,-0.03393337141485442
2016-01-25,0.00017197797234014267,-0.020515234077703726,-0.01141436757022296,-0.03934846358063915,-0.026871141713796787,-0.019581354384787586,-0.023865977994513843,-0.018943562495968624,-0.25345904653464035,0.04434450135556367,0.02931780733873368,-0.03211143793543164,0.06398800198350174,-0.01631725986294974,-0.0940221372088863,0.028747667458895787,0.04471202752491532,0.11647790672963731,0.0,0.12479017896221434,0.04723348740228284,0.03393337141485442
2016-01-26,0.016232023717856814,0.017095903650929056,0.012150557457961675,0.10510072976433427,0.0545404630679851,0.02443348825405134,0.05793384540342861,0.03599318629385628,-0.2534590465346467,0.04434450135556345,0.029317807338733903,-0.032111437935431586,0.06398800198350175,-0.01631725986294974,-0.09402213720888586,0.028747667458898674,0.04471202752491532,0.11647790672963865,0.0,0.12479017896221434,0.04723348740228106,0.03393337141485442
2016-01-27,-0.06155834731150045,-0.20421914526045692,-0.10641132536637565,-0.0818638326040686,-0.11034588253720945,-0.0857770610831925,-0.0967376167620646,-0.09699195574869046,-0.2534590465346372,0.04434450135556367,0.02931780733873368,-0.03211143793543242,0.06398800198350175,-0.016317259862951294,-0.09402213720888586,0.028747667458895787,0.04471202752491532,0.11647790672963731,0.0,0.12479017896221423,0.04723348740228439,0.03393337141485775
2016-01-28,0.1788284786767893,0.020825854499163077,0.5397892717320545,0.041209045236471065,0.042708019742332404,0.07330010085991256,0.038803771358636,0.05834647705457141,-0.25345904653464035,0.044344501355562116,0.02931780733873368,-0.03211143793543236,0.06398800198349963,-0.01631725986294974,-0.09402213720888586,0.028747667458895787,0.04471202752491377,0.11647790672963731,0.0,0.12479017896221434,0.04723348740228195,0.03393337141485442
2016-01-29,-0.16627601254113977,0.10102196182817624,0.11414360206114726,0.18557866830511638,0.11896286348078666,0.03587051984093681,0.13390289663515564,0.1265440931902999,-0.25345904653464035,0.04434450135556345,0.02931780733873368,-0.03211143793543081,0.06398800198350174,-0.016317259862951294,-0.09402213720888586,0.028747667458895787,0.04471202752491532,0.11647790672963731,0.0,0.12479017896221434,0.047233487402281726,0.03393337141485775
2016-01-30,-0.013973843030301136,-0.009428650484016865,0.035347682106601,-0.0011347756971036294,0.0023732393933331153,0.013516334341972636,0.004372641583865411,0.0020204839547273146,-0.2534590465346436,0.04434450135556367,0.029317807338733903,-0.03211143793543081,0.06398800198350177,-0.01631725986294974,-0.09402213720888586,0.028747667458898674,0.04471202752491532,0.11647790672963876,0.0,0.12479017896221423,0.04723348740228284,0.03393337141485442
2016-01-31,-0.01397384303030158,-0.009428650484016865,0.03534768210660144,-0.0011347756971047396,0.0023732393933342255,0.013516334341971747,0.004372641583866077,0.0020204839547279807,-0.25345904653464024,0.04434450135556345,0.02931780733873368,-0.03211143793543236,0.06398800198350177,-0.01631725986294974,-0.09402213720888586,0.028747667458895787,0.04471202752491532,0.11647790672963731,0.0,0.12479017896221428,0.047233487402282615,0.03393337141485464
2016-02-01,-0.013973843030301136,-0.009428650484016865,0.035347682106601,-0.0011347756971036294,0.0023732393933331153,0.013516334341972414,0.004372641583865189,0.0020204839547275366,0.06336476163366167,-0.029563000903709558,-0.014658903669366952,-0.01605571896771707,-0.04265866798900192,-0.048951779588850775,-0.13431733886983732,0.0,0.02980801834994562,-0.029119476682410106,0.0,-0.07130867369269406,-0.07872247900380347,-0.03393337141485464
2016-02-02,-0.07809997471108532,-0.06061292977210675,-0.01767367536086817,-0.1438946121913376,-0.11469309110572201,-0.08993557994997481,-0.10165698674321644,-0.08069949634216522,0.06336476163365856,-0.029563000903708003,-0.01465890366936673,-0.016055718967714516,-0.04265866798899973,-0.048951779588850775,-0.13431733886983688,0.0,0.029808018349940957,-0.02911947668240855,0.0,-0.07130867369269361,-0.07872247900380502,-0.03393337141485442
2016-02-03,-0.07232225697865435,0.05812614400718008,-0.07069540103374239,0.037606594728362586,-0.014095395613652917,-0.04418844133708899,0.0032795799874334453,-0.011745051924654692,0.06336476163366167,-0.029563000903709558,-0.01465890366936673,-0.016055718967716293,-0.04265866798900189,-0.048951779588849,-0.13431733886983865,0.0,0.029808018349944065,-0.029119476682410106,0.0,-0.07130867369269406,-0.07872247900380502,-0.03393337141485775
2016-02-04,0.017848468092652947,0.02406392188271833,-0.08100533649019548,0.01155877087288748,0.005899706377572311,0.018714972460608603,-0.010931575731224719,0.01250277218955187,0.06336476163365834,-0.029563000903708003,-0.014658903669367174,-0.016055718967715293,-0.042658667988999754,-0.04895177958885233,-0.1343173388698331,0.0,0.02980801834994251,-0.02911947668240855,0.0,-0.07130867369269367,-0.07872247900380325,-0.03393337141485442
2016-02-05,-0.11737340137271546,-0.08063084574810975,-0.23638779668417897,-0.1401336597829217,-0.162380256423311,-0.24069518429917025,-0.15904336980995804,-0.1382888348599578,0.06336476163366167,-0.029563000903709558,-0.014658903669366952,-0.016055718967715404,-0.042658667989001864,-0.04895177958884922,-0.13431733886983865,0.0,0.029808018349944065,-0.029119476682410106,0.0,-0.071308673692694,-0.07872247900380369,-0.03393337141485775
2016-02-06,-0.016083098570556897,0.01031335732296812,-0.05302157839071242,-0.03511282621873568,-0.02934798905197611,-0.036390189571605,-0.031881913586683464,-0.018059568447546637,0.06336476163365856,-0.029563000903708003,-0.01465890366936673,-0.01605571896771707,-0.042658667988999754,-0.048951779588850775,-0.1343173388698371,0.0,0.02980801834994118,-0.02911947668240855,0.0,-0.07130867369269389,-0.07872247900380414,-0.03393337141485442
2016-02-07,-0.01608309857055712,0.010313357322968342,-0.05302157839071242,-0.03511282621873457,-0.02934798905197633,-0.036390189571605225,-0.031881913586683686,-0.01805956844754686,0.06336476163366167,-0.029563000903709558,-0.01465890366936673,-0.016055718967715404,-0.04265866798900188,-0.048951779588850663,-0.13431733886983732,0.0,0.02980801834994562,-0.029119476682410106,0.0,-0.07130867369269389,-0.07872247900380414,-0.03393337141485442
2016-02-08,-0.016083098570556897,0.01031335732296812,-0.05302157839071242,-0.03511282621873568,-0.02934798905197611,-0.036390189571605,-0.031881913586683686,-0.018059568447546637,0.09504714245049084,-0.014781500451854113,0.02931780733873346,0.016055718967715404,-0.08531733597800163,0.11422081904065118,0.026863467773968086,-0.028747667458895787,-0.08942405504983086,0.04367921502361438,-0.011725861179049613,-0.053481505269520446,-0.015744495800761982,-0.03393337141485442
