date,uber
2016-07-21,72.57142857142857
2016-07-22,72.71428571428571
2016-07-23,72.85714285714286
2016-07-24,73.0
2016-07-25,73.14285714285714
2016-07-26,73.28571428571429
2016-07-27,73.42857142857143
2016-07-28,73.57142857142857
2016-07-29,73.71428571428571
2016-07-30,73.85714285714286
2016-07-31,74.0
2016-08-01,73.14285714285714
2016-08-02,72.28571428571429
2016-08-03,71.42857142857143
2016-08-04,70.57142857142857
2016-08-05,69.71428571428571
2016-08-06,68.85714285714286
2016-08-07,68.0
2016-08-08,68.14285714285714
2016-08-09,68.28571428571429
2016-08-10,68.42857142857143
2016-08-11,68.57142857142857
2016-08-12,68.71428571428571
2016-08-13,68.85714285714286
2016-08-14,69.0
2016-08-15,69.71428571428571
2016-08-16,70.42857142857143
2016-08-17,71.14285714285714
2016-08-18,71.85714285714286
2016-08-19,72.57142857142857
2016-08-20,73.28571428571429
2016-08-21,74.0
2016-08-22,74.28571428571429
2016-08-23,74.57142857142857
2016-08-24,74.85714285714286
2016-08-25,75.14285714285714
2016-08-26,75.42857142857143
2016-08-27,75.71428571428571
2016-08-28,76.0
2016-08-29,75.71428571428571
2016-08-30,75.42857142857143
2016-08-31,75.14285714285714
2016-09-01,74.85714285714286
2016-09-02,74.57142857142857
2016-09-03,74.28571428571429
2016-09-04,74.0
2016-09-05,74.28571428571429
2016-09-06,74.57142857142857
2016-09-07,74.85714285714286
2016-09-08,75.14285714285714
2016-09-09,75.42857142857143
2016-09-10,75.71428571428571
2016-09-11,76.0
2016-09-12,75.85714285714286
2016-09-13,75.71428571428571
2016-09-14,75.57142857142857
2016-09-15,75.42857142857143
2016-09-16,75.28571428571429
2016-09-17,75.14285714285714
2016-09-18,75.0
2016-09-19,75.57142857142857
2016-09-20,76.14285714285714
2016-09-21,76.71428571428571
2016-09-22,77.28571428571429
2016-09-23,77.85714285714286
2016-09-24,78.42857142857143
2016-09-25,79.0
2016-09-26,78.71428571428571
2016-09-27,78.42857142857143
2016-09-28,78.14285714285714
2016-09-29,77.85714285714286
2016-09-30,77.57142857142857
2016-10-01,77.28571428571429
2016-10-02,77.0
2016-10-03,77.42857142857143
2016-10-04,77.85714285714286
2016-10-05,78.28571428571429
2016-10-06,78.71428571428571
2016-10-07,79.14285714285714
2016-10-08,79.57142857142857
2016-10-09,80.0
2016-10-10,80.0
2016-10-11,80.0
2016-10-12,80.0
2016-10-13,80.0
2016-10-14,80.0
2016-10-15,80.0
2016-10-16,80.0
2016-10-17,80.42857142857143
2016-10-18,80.85714285714286
2016-10-19,81.28571428571429
2016-10-20,81.71428571428571
2016-10-21,82.14285714285714
2016-10-22,82.57142857142857
2016-10-23,83.0
2016-10-24,83.28571428571429
2016-10-25,83.57142857142857
2016-10-26,83.85714285714286
2016-10-27,84.14285714285714
2016-10-28,84.42857142857143
2016-10-29,84.71428571428571
2016-10-30,85.0
2016-10-31,84.0
2016-11-01,83.0
2016-11-02,82.0
2016-11-03,81.0
2016-11-04,80.0
2016-11-05,79.0
2016-11-06,78.0
2016-11-07,78.28571428571429
2016-11-08,78.57142857142857
2016-11-09,78.85714285714286
2016-11-10,79.14285714285714
2016-11-11,79.42857142857143
2016-11-12,79.71428571428571
2016-11-13,80.0
2016-11-14,79.42857142857143
2016-11-15,78.85714285714286
2016-11-16,78.28571428571429
2016-11-17,77.71428571428571
2016-11-18,77.14285714285714
2016-11-19,76.57142857142857
2016-11-20,76.0
2016-11-21,76.57142857142857
2016-11-22,77.14285714285714
2016-11-23,77.71428571428571
2016-11-24,78.28571428571429
2016-11-25,78.85714285714286
2016-11-26,79.42857142857143
2016-11-27,80.0
2016-11-28,80.0
2016-11-29,80.0
2016-11-30,80.0
2016-12-01,80.0
2016-12-02,80.0
2016-12-03,80.0
2016-12-04,80.0
2016-12-05,81.14285714285714
2016-12-06,82.28571428571429
2016-12-07,83.42857142857143
2016-12-08,84.57142857142857
2016-12-09,85.71428571428571
2016-12-10,86.85714285714286
2016-12-11,88.0
2016-12-12,88.0
2016-12-13,88.0
2016-12-14,88.0
2016-12-15,88.0
2016-12-16,88.0
2016-12-17,88.0
2016-12-18,88.0
2016-12-19,87.42857142857143
2016-12-20,86.85714285714286
2016-12-21,86.28571428571429
2016-12-22,85.71428571428571
2016-12-23,85.14285714285714
2016-12-24,84.57142857142857
2016-12-25,84.0
2016-12-26,83.42857142857143
2016-12-27,82.85714285714286
2016-12-28,82.28571428571429
2016-12-29,81.71428571428571
2016-12-30,81.14285714285714
2016-12-31,80.57142857142857
2017-01-01,80.0
2017-01-02,79.42857142857143
2017-01-03,78.85714285714286
2017-01-04,78.28571428571429
2017-01-05,77.71428571428571
2017-01-06,77.14285714285714
2017-01-07,76.57142857142857
2017-01-08,76.0
2017-01-09,76.0
2017-01-10,76.0
2017-01-11,76.0
2017-01-12,76.0
2017-01-13,76.0
2017-01-14,76.0
2017-01-15,76.0
2017-01-16,76.14285714285714
2017-01-17,76.28571428571429
2017-01-18,76.42857142857143
2017-01-19,76.57142857142857
2017-01-20,76.71428571428571
2017-01-21,76.85714285714286
2017-01-22,77.0
2017-01-23,80.28571428571429
2017-01-24,83.57142857142857
2017-01-25,86.85714285714286
2017-01-26,90.14285714285714
2017-01-27,93.42857142857143
2017-01-28,96.71428571428572
2017-01-29,100.0
2017-01-30,96.57142857142857
2017-01-31,93.14285714285714
2017-02-01,89.71428571428572
2017-02-02,86.28571428571429
2017-02-03,82.85714285714286
2017-02-04,79.42857142857143
2017-02-05,76.0
2017-02-06,76.0
2017-02-07,76.0
2017-02-08,76.0
2017-02-09,76.0
2017-02-10,76.0
2017-02-11,76.0
2017-02-12,76.0
2017-02-13,76.85714285714286
2017-02-14,77.71428571428571
2017-02-15,78.57142857142857
2017-02-16,79.42857142857143
2017-02-17,80.28571428571429
2017-02-18,81.14285714285714
2017-02-19,82.0
2017-02-20,82.42857142857143
2017-02-21,82.85714285714286
2017-02-22,83.28571428571429
2017-02-23,83.71428571428571
2017-02-24,84.14285714285714
2017-02-25,84.57142857142857
2017-02-26,85.0
2017-02-27,83.71428571428571
2017-02-28,82.42857142857143
2017-03-01,81.14285714285714
2017-03-02,79.85714285714286
2017-03-03,78.57142857142857
2017-03-04,77.28571428571428
2017-03-05,76.0
2017-03-06,76.28571428571429
2017-03-07,76.57142857142857
2017-03-08,76.85714285714286
2017-03-09,77.14285714285714
2017-03-10,77.42857142857143
2017-03-11,77.71428571428571
2017-03-12,78.0
2017-03-13,77.71428571428571
2017-03-14,77.42857142857143
2017-03-15,77.14285714285714
2017-03-16,76.85714285714286
2017-03-17,76.57142857142857
2017-03-18,76.28571428571429
2017-03-19,76.0
2017-03-20,76.14285714285714
2017-03-21,76.28571428571429
2017-03-22,76.42857142857143
2017-03-23,76.57142857142857
2017-03-24,76.71428571428571
2017-03-25,76.85714285714286
2017-03-26,77.0
2017-03-27,77.28571428571429
2017-03-28,77.57142857142857
2017-03-29,77.85714285714286
2017-03-30,78.14285714285714
2017-03-31,78.42857142857143
2017-04-01,78.71428571428571
2017-04-02,79.0
2017-04-03,78.42857142857143
2017-04-04,77.85714285714286
2017-04-05,77.28571428571429
2017-04-06,76.71428571428571
2017-04-07,76.14285714285714
2017-04-08,75.57142857142857
2017-04-09,75.0
2017-04-10,74.71428571428571
2017-04-11,74.42857142857143
2017-04-12,74.14285714285714
2017-04-13,73.85714285714286
2017-04-14,73.57142857142857
2017-04-15,73.28571428571429
2017-04-16,73.0
2017-04-17,73.85714285714286
2017-04-18,74.71428571428571
2017-04-19,75.57142857142857
2017-04-20,76.42857142857143
2017-04-21,77.28571428571429
2017-04-22,78.14285714285714
2017-04-23,79.0
2017-04-24,78.71428571428571
2017-04-25,78.42857142857143
2017-04-26,78.14285714285714
2017-04-27,77.85714285714286
2017-04-28,77.57142857142857
2017-04-29,77.28571428571429
2017-04-30,77.0
2017-05-01,76.42857142857143
2017-05-02,75.85714285714286
2017-05-03,75.28571428571429
2017-05-04,74.71428571428571
2017-05-05,74.14285714285714
2017-05-06,73.57142857142857
2017-05-07,73.0
2017-05-08,73.28571428571429
2017-05-09,73.57142857142857
2017-05-10,73.85714285714286
2017-05-11,74.14285714285714
2017-05-12,74.42857142857143
2017-05-13,74.71428571428571
2017-05-14,75.0
2017-05-15,75.28571428571429
2017-05-16,75.57142857142857
2017-05-17,75.85714285714286
2017-05-18,76.14285714285714
2017-05-19,76.42857142857143
2017-05-20,76.71428571428571
2017-05-21,77.0
2017-05-22,77.57142857142857
2017-05-23,78.14285714285714
2017-05-24,78.71428571428571
2017-05-25,79.28571428571429
2017-05-26,79.85714285714286
2017-05-27,80.42857142857143
2017-05-28,81.0
2017-05-29,81.14285714285714
2017-05-30,81.28571428571429
2017-05-31,81.42857142857143
2017-06-01,81.57142857142857
2017-06-02,81.71428571428571
2017-06-03,81.85714285714286
2017-06-04,82.0
2017-06-05,82.0
2017-06-06,82.0
2017-06-07,82.0
2017-06-08,82.0
2017-06-09,82.0
2017-06-10,82.0
2017-06-11,82.0
2017-06-12,82.85714285714286
2017-06-13,83.71428571428571
2017-06-14,84.57142857142857
2017-06-15,85.42857142857143
2017-06-16,86.28571428571429
2017-06-17,87.14285714285714
2017-06-18,88.0
2017-06-19,87.57142857142857
2017-06-20,87.14285714285714
2017-06-21,86.71428571428571
2017-06-22,86.28571428571429
2017-06-23,85.85714285714286
2017-06-24,85.42857142857143
2017-06-25,85.0
2017-06-26,84.85714285714286
2017-06-27,84.71428571428571
2017-06-28,84.57142857142857
2017-06-29,84.42857142857143
2017-06-30,84.28571428571429
2017-07-01,84.14285714285714
2017-07-02,84.0
2017-07-03,83.71428571428571
2017-07-04,83.42857142857143
2017-07-05,83.14285714285714
2017-07-06,82.85714285714286
2017-07-07,82.57142857142857
2017-07-08,82.28571428571429
2017-07-09,82.0
2017-07-10,82.0
2017-07-11,82.0
2017-07-12,82.0
2017-07-13,82.0
2017-07-14,82.0
2017-07-15,82.0
2017-07-16,82.0
2017-07-17,81.71428571428571
2017-07-18,81.42857142857143
2017-07-19,81.14285714285714
2017-07-20,80.85714285714286
2017-07-21,80.57142857142857
2017-07-22,80.28571428571429
2017-07-23,80.0
2017-07-24,79.85714285714286
2017-07-25,79.71428571428571
2017-07-26,79.57142857142857
2017-07-27,79.42857142857143
2017-07-28,79.28571428571429
2017-07-29,79.14285714285714
2017-07-30,79.0
2017-07-31,78.71428571428571
2017-08-01,78.42857142857143
2017-08-02,78.14285714285714
2017-08-03,77.85714285714286
2017-08-04,77.57142857142857
2017-08-05,77.28571428571429
2017-08-06,77.0
2017-08-07,77.0
2017-08-08,77.0
2017-08-09,77.0
2017-08-10,77.0
2017-08-11,77.0
2017-08-12,77.0
2017-08-13,77.0
2017-08-14,76.85714285714286
2017-08-15,76.71428571428571
2017-08-16,76.57142857142857
2017-08-17,76.42857142857143
2017-08-18,76.28571428571429
2017-08-19,76.14285714285714
2017-08-20,76.0
2017-08-21,76.57142857142857
2017-08-22,77.14285714285714
2017-08-23,77.71428571428571
2017-08-24,78.28571428571429
2017-08-25,78.85714285714286
2017-08-26,79.42857142857143
2017-08-27,80.0
2017-08-28,79.14285714285714
2017-08-29,78.28571428571429
2017-08-30,77.42857142857143
2017-08-31,76.57142857142857
2017-09-01,75.71428571428571
2017-09-02,74.85714285714286
2017-09-03,74.0
2017-09-04,73.71428571428571
2017-09-05,73.42857142857143
2017-09-06,73.14285714285714
2017-09-07,72.85714285714286
2017-09-08,72.57142857142857
2017-09-09,72.28571428571429
2017-09-10,72.0
2017-09-11,74.14285714285714
2017-09-12,76.28571428571429
2017-09-13,78.42857142857143
2017-09-14,80.57142857142857
2017-09-15,82.71428571428571
2017-09-16,84.85714285714286
2017-09-17,87.0
2017-09-18,86.0
2017-09-19,85.0
2017-09-20,84.0
2017-09-21,83.0
2017-09-22,82.0
2017-09-23,81.0
2017-09-24,80.0
2017-09-25,79.42857142857143
2017-09-26,78.85714285714286
2017-09-27,78.28571428571429
2017-09-28,77.71428571428571
2017-09-29,77.14285714285714
2017-09-30,76.57142857142857
2017-10-01,76.0
2017-10-02,75.85714285714286
2017-10-03,75.71428571428571
2017-10-04,75.57142857142857
2017-10-05,75.42857142857143
2017-10-06,75.28571428571429
2017-10-07,75.14285714285714
2017-10-08,75.0
2017-10-09,74.57142857142857
2017-10-10,74.14285714285714
2017-10-11,73.71428571428571
2017-10-12,73.28571428571429
2017-10-13,72.85714285714286
2017-10-14,72.42857142857143
2017-10-15,72.0
2017-10-16,72.14285714285714
2017-10-17,72.28571428571429
2017-10-18,72.42857142857143
2017-10-19,72.57142857142857
2017-10-20,72.71428571428571
2017-10-21,72.85714285714286
2017-10-22,73.0
2017-10-23,73.28571428571429
2017-10-24,73.57142857142857
2017-10-25,73.85714285714286
2017-10-26,74.14285714285714
2017-10-27,74.42857142857143
2017-10-28,74.71428571428571
2017-10-29,75.0
2017-10-30,74.71428571428571
2017-10-31,74.42857142857143
2017-11-01,74.14285714285714
2017-11-02,73.85714285714286
2017-11-03,73.57142857142857
2017-11-04,73.28571428571429
2017-11-05,73.0
2017-11-06,73.14285714285714
2017-11-07,73.28571428571429
2017-11-08,73.42857142857143
2017-11-09,73.57142857142857
2017-11-10,73.71428571428571
2017-11-11,73.85714285714286
2017-11-12,74.0
2017-11-13,74.14285714285714
2017-11-14,74.28571428571429
2017-11-15,74.42857142857143
2017-11-16,74.57142857142857
2017-11-17,74.71428571428571
2017-11-18,74.85714285714286
2017-11-19,75.0
2017-11-20,74.57142857142857
2017-11-21,74.14285714285714
2017-11-22,73.71428571428571
2017-11-23,73.28571428571429
2017-11-24,72.85714285714286
2017-11-25,72.42857142857143
2017-11-26,72.0
2017-11-27,71.85714285714286
2017-11-28,71.71428571428571
2017-11-29,71.57142857142857
2017-11-30,71.42857142857143
2017-12-01,71.28571428571429
2017-12-02,71.14285714285714
2017-12-03,71.0
2017-12-04,71.28571428571429
2017-12-05,71.57142857142857
2017-12-06,71.85714285714286
2017-12-07,72.14285714285714
2017-12-08,72.42857142857143
2017-12-09,72.71428571428571
2017-12-10,73.0
2017-12-11,72.85714285714286
2017-12-12,72.71428571428571
2017-12-13,72.57142857142857
2017-12-14,72.42857142857143
2017-12-15,72.28571428571429
2017-12-16,72.14285714285714
2017-12-17,72.0
2017-12-18,71.85714285714286
2017-12-19,71.71428571428571
2017-12-20,71.57142857142857
2017-12-21,71.42857142857143
2017-12-22,71.28571428571429
2017-12-23,71.14285714285714
2017-12-24,71.0
2017-12-25,71.42857142857143
2017-12-26,71.85714285714286
2017-12-27,72.28571428571429
2017-12-28,72.71428571428571
2017-12-29,73.14285714285714
2017-12-30,73.57142857142857
2017-12-31,74.0
2018-01-01,73.0
2018-01-02,72.0
2018-01-03,71.0
2018-01-04,70.0
2018-01-05,69.0
2018-01-06,68.0
2018-01-07,67.0
2018-01-08,67.0
2018-01-09,67.0
2018-01-10,67.0
2018-01-11,67.0
2018-01-12,67.0
2018-01-13,67.0
2018-01-14,67.0
2018-01-15,66.85714285714286
2018-01-16,66.71428571428571
2018-01-17,66.57142857142857
2018-01-18,66.42857142857143
2018-01-19,66.28571428571429
2018-01-20,66.14285714285714
2018-01-21,66.0
2018-01-22,66.42857142857143
2018-01-23,66.85714285714286
2018-01-24,67.28571428571429
2018-01-25,67.71428571428571
2018-01-26,68.14285714285714
2018-01-27,68.57142857142857
2018-01-28,69.0
2018-01-29,69.42857142857143
2018-01-30,69.85714285714286
2018-01-31,70.28571428571429
2018-02-01,70.71428571428571
2018-02-02,71.14285714285714
2018-02-03,71.57142857142857
2018-02-04,72.0
2018-02-05,71.14285714285714
2018-02-06,70.28571428571429
2018-02-07,69.42857142857143
2018-02-08,68.57142857142857
2018-02-09,67.71428571428571
2018-02-10,66.85714285714286
2018-02-11,66.0
2018-02-12,66.42857142857143
2018-02-13,66.85714285714286
2018-02-14,67.28571428571429
2018-02-15,67.71428571428571
2018-02-16,68.14285714285714
2018-02-17,68.57142857142857
2018-02-18,69.0
2018-02-19,69.57142857142857
2018-02-20,70.14285714285714
2018-02-21,70.71428571428571
2018-02-22,71.28571428571429
2018-02-23,71.85714285714286
2018-02-24,72.42857142857143
2018-02-25,73.0
2018-02-26,73.14285714285714
2018-02-27,73.28571428571429
2018-02-28,73.42857142857143
2018-03-01,73.57142857142857
2018-03-02,73.71428571428571
2018-03-03,73.85714285714286
2018-03-04,74.0
2018-03-05,74.57142857142857
2018-03-06,75.14285714285714
2018-03-07,75.71428571428571
2018-03-08,76.28571428571429
2018-03-09,76.85714285714286
2018-03-10,77.42857142857143
2018-03-11,78.0
2018-03-12,79.71428571428571
2018-03-13,81.42857142857143
2018-03-14,83.14285714285714
2018-03-15,84.85714285714286
2018-03-16,86.57142857142857
2018-03-17,88.28571428571428
2018-03-18,90.0
2018-03-19,88.57142857142857
2018-03-20,87.14285714285714
2018-03-21,85.71428571428571
2018-03-22,84.28571428571429
2018-03-23,82.85714285714286
2018-03-24,81.42857142857143
2018-03-25,80.0
2018-03-26,79.0
2018-03-27,78.0
2018-03-28,77.0
2018-03-29,76.0
2018-03-30,75.0
2018-03-31,74.0
2018-04-01,73.0
2018-04-02,72.71428571428571
2018-04-03,72.42857142857143
2018-04-04,72.14285714285714
2018-04-05,71.85714285714286
2018-04-06,71.57142857142857
2018-04-07,71.28571428571429
2018-04-08,71.0
2018-04-09,70.57142857142857
2018-04-10,70.14285714285714
2018-04-11,69.71428571428571
2018-04-12,69.28571428571429
2018-04-13,68.85714285714286
2018-04-14,68.42857142857143
2018-04-15,68.0
2018-04-16,68.0
2018-04-17,68.0
2018-04-18,68.0
2018-04-19,68.0
2018-04-20,68.0
2018-04-21,68.0
2018-04-22,68.0
2018-04-23,68.0
2018-04-24,68.0
2018-04-25,68.0
2018-04-26,68.0
2018-04-27,68.0
2018-04-28,68.0
2018-04-29,68.0
2018-04-30,68.14285714285714
2018-05-01,68.28571428571429
2018-05-02,68.42857142857143
2018-05-03,68.57142857142857
2018-05-04,68.71428571428571
2018-05-05,68.85714285714286
2018-05-06,69.0
2018-05-07,69.0
2018-05-08,69.0
2018-05-09,69.0
2018-05-10,69.0
2018-05-11,69.0
2018-05-12,69.0
2018-05-13,69.0
2018-05-14,71.14285714285714
2018-05-15,73.28571428571429
2018-05-16,75.42857142857143
2018-05-17,77.57142857142857
2018-05-18,79.71428571428571
2018-05-19,81.85714285714286
2018-05-20,84.0
2018-05-21,82.57142857142857
2018-05-22,81.14285714285714
2018-05-23,79.71428571428571
2018-05-24,78.28571428571429
2018-05-25,76.85714285714286
2018-05-26,75.42857142857143
2018-05-27,74.0
2018-05-28,74.42857142857143
2018-05-29,74.85714285714286
2018-05-30,75.28571428571429
2018-05-31,75.71428571428571
2018-06-01,76.14285714285714
2018-06-02,76.57142857142857
2018-06-03,77.0
