date,google assistant
2018-03-10,35.42857142857143
2018-03-11,36.0
2018-03-12,35.714285714285715
2018-03-13,35.42857142857143
2018-03-14,35.142857142857146
2018-03-15,34.857142857142854
2018-03-16,34.57142857142857
2018-03-17,34.285714285714285
2018-03-18,34.0
2018-03-19,34.42857142857143
2018-03-20,34.857142857142854
2018-03-21,35.285714285714285
2018-03-22,35.714285714285715
2018-03-23,36.142857142857146
2018-03-24,36.57142857142857
2018-03-25,37.0
2018-03-26,37.285714285714285
2018-03-27,37.57142857142857
2018-03-28,37.857142857142854
2018-03-29,38.142857142857146
2018-03-30,38.42857142857143
2018-03-31,38.714285714285715
2018-04-01,39.0
2018-04-02,39.285714285714285
2018-04-03,39.57142857142857
2018-04-04,39.857142857142854
2018-04-05,40.142857142857146
2018-04-06,40.42857142857143
2018-04-07,40.714285714285715
2018-04-08,41.0
2018-04-09,40.285714285714285
2018-04-10,39.57142857142857
2018-04-11,38.857142857142854
2018-04-12,38.142857142857146
2018-04-13,37.42857142857143
2018-04-14,36.714285714285715
2018-04-15,36.0
2018-04-16,36.42857142857143
2018-04-17,36.857142857142854
2018-04-18,37.285714285714285
2018-04-19,37.714285714285715
2018-04-20,38.142857142857146
2018-04-21,38.57142857142857
2018-04-22,39.0
2018-04-23,38.714285714285715
2018-04-24,38.42857142857143
2018-04-25,38.142857142857146
2018-04-26,37.857142857142854
2018-04-27,37.57142857142857
2018-04-28,37.285714285714285
2018-04-29,37.0
2018-04-30,46.0
2018-05-01,55.0
2018-05-02,64.0
2018-05-03,73.0
2018-05-04,82.0
2018-05-05,91.0
2018-05-06,100.0
2018-05-07,95.71428571428571
2018-05-08,91.42857142857143
2018-05-09,87.14285714285714
2018-05-10,82.85714285714286
2018-05-11,78.57142857142857
2018-05-12,74.28571428571428
2018-05-13,70.0
2018-05-14,67.57142857142857
2018-05-15,65.14285714285714
2018-05-16,62.714285714285715
2018-05-17,60.285714285714285
2018-05-18,57.85714285714286
2018-05-19,55.42857142857143
2018-05-20,53.0
2018-05-21,52.142857142857146
2018-05-22,51.285714285714285
2018-05-23,50.42857142857143
2018-05-24,49.57142857142857
2018-05-25,48.714285714285715
2018-05-26,47.85714285714286
2018-05-27,47.0
2018-05-28,47.142857142857146
2018-05-29,47.285714285714285
2018-05-30,47.42857142857143
2018-05-31,47.57142857142857
2018-06-01,47.714285714285715
2018-06-02,47.857142857142854
2018-06-03,48.0
