date,enterprise software
2016-08-16,58.142857142857146
2016-08-17,59.714285714285715
2016-08-18,61.285714285714285
2016-08-19,62.857142857142854
2016-08-20,64.42857142857143
2016-08-21,66.0
2016-08-22,65.42857142857143
2016-08-23,64.85714285714286
2016-08-24,64.28571428571429
2016-08-25,63.714285714285715
2016-08-26,63.142857142857146
2016-08-27,62.57142857142857
2016-08-28,62.0
2016-08-29,62.714285714285715
2016-08-30,63.42857142857143
2016-08-31,64.14285714285714
2016-09-01,64.85714285714286
2016-09-02,65.57142857142857
2016-09-03,66.28571428571429
2016-09-04,67.0
2016-09-05,68.85714285714286
2016-09-06,70.71428571428571
2016-09-07,72.57142857142857
2016-09-08,74.42857142857143
2016-09-09,76.28571428571429
2016-09-10,78.14285714285714
2016-09-11,80.0
2016-09-12,79.14285714285714
2016-09-13,78.28571428571429
2016-09-14,77.42857142857143
2016-09-15,76.57142857142857
2016-09-16,75.71428571428571
2016-09-17,74.85714285714286
2016-09-18,74.0
2016-09-19,72.85714285714286
2016-09-20,71.71428571428571
2016-09-21,70.57142857142857
2016-09-22,69.42857142857143
2016-09-23,68.28571428571429
2016-09-24,67.14285714285714
2016-09-25,66.0
2016-09-26,66.57142857142857
2016-09-27,67.14285714285714
2016-09-28,67.71428571428571
2016-09-29,68.28571428571429
2016-09-30,68.85714285714286
2016-10-01,69.42857142857143
2016-10-02,70.0
2016-10-03,71.14285714285714
2016-10-04,72.28571428571429
2016-10-05,73.42857142857143
2016-10-06,74.57142857142857
2016-10-07,75.71428571428571
2016-10-08,76.85714285714286
2016-10-09,78.0
2016-10-10,77.14285714285714
2016-10-11,76.28571428571429
2016-10-12,75.42857142857143
2016-10-13,74.57142857142857
2016-10-14,73.71428571428571
2016-10-15,72.85714285714286
2016-10-16,72.0
2016-10-17,72.57142857142857
2016-10-18,73.14285714285714
2016-10-19,73.71428571428571
2016-10-20,74.28571428571429
2016-10-21,74.85714285714286
2016-10-22,75.42857142857143
2016-10-23,76.0
2016-10-24,75.57142857142857
2016-10-25,75.14285714285714
2016-10-26,74.71428571428571
2016-10-27,74.28571428571429
2016-10-28,73.85714285714286
2016-10-29,73.42857142857143
2016-10-30,73.0
2016-10-31,74.0
2016-11-01,75.0
2016-11-02,76.0
2016-11-03,77.0
2016-11-04,78.0
2016-11-05,79.0
2016-11-06,80.0
2016-11-07,79.85714285714286
2016-11-08,79.71428571428571
2016-11-09,79.57142857142857
2016-11-10,79.42857142857143
2016-11-11,79.28571428571429
2016-11-12,79.14285714285714
2016-11-13,79.0
2016-11-14,75.71428571428571
2016-11-15,72.42857142857143
2016-11-16,69.14285714285714
2016-11-17,65.85714285714286
2016-11-18,62.57142857142857
2016-11-19,59.285714285714285
2016-11-20,56.0
2016-11-21,57.714285714285715
2016-11-22,59.42857142857143
2016-11-23,61.14285714285714
2016-11-24,62.857142857142854
2016-11-25,64.57142857142857
2016-11-26,66.28571428571428
2016-11-27,68.0
2016-11-28,70.42857142857143
2016-11-29,72.85714285714286
2016-11-30,75.28571428571428
2016-12-01,77.71428571428571
2016-12-02,80.14285714285714
2016-12-03,82.57142857142857
2016-12-04,85.0
2016-12-05,83.0
2016-12-06,81.0
2016-12-07,79.0
2016-12-08,77.0
2016-12-09,75.0
2016-12-10,73.0
2016-12-11,71.0
2016-12-12,69.71428571428571
2016-12-13,68.42857142857143
2016-12-14,67.14285714285714
2016-12-15,65.85714285714286
2016-12-16,64.57142857142857
2016-12-17,63.285714285714285
2016-12-18,62.0
2016-12-19,60.142857142857146
2016-12-20,58.285714285714285
2016-12-21,56.42857142857143
2016-12-22,54.57142857142857
2016-12-23,52.714285714285715
2016-12-24,50.85714285714286
2016-12-25,49.0
2016-12-26,52.285714285714285
2016-12-27,55.57142857142857
2016-12-28,58.85714285714286
2016-12-29,62.14285714285714
2016-12-30,65.42857142857143
2016-12-31,68.71428571428572
2017-01-01,72.0
2017-01-02,69.85714285714286
2017-01-03,67.71428571428571
2017-01-04,65.57142857142857
2017-01-05,63.42857142857143
2017-01-06,61.285714285714285
2017-01-07,59.14285714285714
2017-01-08,57.0
2017-01-09,59.714285714285715
2017-01-10,62.42857142857143
2017-01-11,65.14285714285714
2017-01-12,67.85714285714286
2017-01-13,70.57142857142857
2017-01-14,73.28571428571428
2017-01-15,76.0
2017-01-16,75.71428571428571
2017-01-17,75.42857142857143
2017-01-18,75.14285714285714
2017-01-19,74.85714285714286
2017-01-20,74.57142857142857
2017-01-21,74.28571428571429
2017-01-22,74.0
2017-01-23,75.57142857142857
2017-01-24,77.14285714285714
2017-01-25,78.71428571428571
2017-01-26,80.28571428571429
2017-01-27,81.85714285714286
2017-01-28,83.42857142857143
2017-01-29,85.0
2017-01-30,83.42857142857143
2017-01-31,81.85714285714286
2017-02-01,80.28571428571429
2017-02-02,78.71428571428571
2017-02-03,77.14285714285714
2017-02-04,75.57142857142857
2017-02-05,74.0
2017-02-06,72.71428571428571
2017-02-07,71.42857142857143
2017-02-08,70.14285714285714
2017-02-09,68.85714285714286
2017-02-10,67.57142857142857
2017-02-11,66.28571428571428
2017-02-12,65.0
2017-02-13,64.71428571428571
2017-02-14,64.42857142857143
2017-02-15,64.14285714285714
2017-02-16,63.857142857142854
2017-02-17,63.57142857142857
2017-02-18,63.285714285714285
2017-02-19,63.0
2017-02-20,64.28571428571429
2017-02-21,65.57142857142857
2017-02-22,66.85714285714286
2017-02-23,68.14285714285714
2017-02-24,69.42857142857143
2017-02-25,70.71428571428572
2017-02-26,72.0
2017-02-27,72.42857142857143
2017-02-28,72.85714285714286
2017-03-01,73.28571428571429
2017-03-02,73.71428571428571
2017-03-03,74.14285714285714
2017-03-04,74.57142857142857
2017-03-05,75.0
2017-03-06,74.14285714285714
2017-03-07,73.28571428571429
2017-03-08,72.42857142857143
2017-03-09,71.57142857142857
2017-03-10,70.71428571428571
2017-03-11,69.85714285714286
2017-03-12,69.0
2017-03-13,68.85714285714286
2017-03-14,68.71428571428571
2017-03-15,68.57142857142857
2017-03-16,68.42857142857143
2017-03-17,68.28571428571429
2017-03-18,68.14285714285714
2017-03-19,68.0
2017-03-20,68.42857142857143
2017-03-21,68.85714285714286
2017-03-22,69.28571428571429
2017-03-23,69.71428571428571
2017-03-24,70.14285714285714
2017-03-25,70.57142857142857
2017-03-26,71.0
2017-03-27,72.0
2017-03-28,73.0
2017-03-29,74.0
2017-03-30,75.0
2017-03-31,76.0
2017-04-01,77.0
2017-04-02,78.0
2017-04-03,77.71428571428571
2017-04-04,77.42857142857143
2017-04-05,77.14285714285714
2017-04-06,76.85714285714286
2017-04-07,76.57142857142857
2017-04-08,76.28571428571429
2017-04-09,76.0
2017-04-10,75.57142857142857
2017-04-11,75.14285714285714
2017-04-12,74.71428571428571
2017-04-13,74.28571428571429
2017-04-14,73.85714285714286
2017-04-15,73.42857142857143
2017-04-16,73.0
2017-04-17,72.28571428571429
2017-04-18,71.57142857142857
2017-04-19,70.85714285714286
2017-04-20,70.14285714285714
2017-04-21,69.42857142857143
2017-04-22,68.71428571428571
2017-04-23,68.0
2017-04-24,69.14285714285714
2017-04-25,70.28571428571429
2017-04-26,71.42857142857143
2017-04-27,72.57142857142857
2017-04-28,73.71428571428571
2017-04-29,74.85714285714286
2017-04-30,76.0
2017-05-01,74.71428571428571
2017-05-02,73.42857142857143
2017-05-03,72.14285714285714
2017-05-04,70.85714285714286
2017-05-05,69.57142857142857
2017-05-06,68.28571428571428
2017-05-07,67.0
2017-05-08,67.0
2017-05-09,67.0
2017-05-10,67.0
2017-05-11,67.0
2017-05-12,67.0
2017-05-13,67.0
2017-05-14,67.0
2017-05-15,66.42857142857143
2017-05-16,65.85714285714286
2017-05-17,65.28571428571429
2017-05-18,64.71428571428571
2017-05-19,64.14285714285714
2017-05-20,63.57142857142857
2017-05-21,63.0
2017-05-22,63.0
2017-05-23,63.0
2017-05-24,63.0
2017-05-25,63.0
2017-05-26,63.0
2017-05-27,63.0
2017-05-28,63.0
2017-05-29,62.857142857142854
2017-05-30,62.714285714285715
2017-05-31,62.57142857142857
2017-06-01,62.42857142857143
2017-06-02,62.285714285714285
2017-06-03,62.142857142857146
2017-06-04,62.0
2017-06-05,62.0
2017-06-06,62.0
2017-06-07,62.0
2017-06-08,62.0
2017-06-09,62.0
2017-06-10,62.0
2017-06-11,62.0
2017-06-12,63.42857142857143
2017-06-13,64.85714285714286
2017-06-14,66.28571428571429
2017-06-15,67.71428571428571
2017-06-16,69.14285714285714
2017-06-17,70.57142857142857
2017-06-18,72.0
2017-06-19,70.28571428571429
2017-06-20,68.57142857142857
2017-06-21,66.85714285714286
2017-06-22,65.14285714285714
2017-06-23,63.42857142857143
2017-06-24,61.714285714285715
2017-06-25,60.0
2017-06-26,61.857142857142854
2017-06-27,63.714285714285715
2017-06-28,65.57142857142857
2017-06-29,67.42857142857143
2017-06-30,69.28571428571429
2017-07-01,71.14285714285714
2017-07-02,73.0
2017-07-03,75.42857142857143
2017-07-04,77.85714285714286
2017-07-05,80.28571428571428
2017-07-06,82.71428571428571
2017-07-07,85.14285714285714
2017-07-08,87.57142857142857
2017-07-09,90.0
2017-07-10,85.85714285714286
2017-07-11,81.71428571428571
2017-07-12,77.57142857142857
2017-07-13,73.42857142857143
2017-07-14,69.28571428571428
2017-07-15,65.14285714285714
2017-07-16,61.0
2017-07-17,61.0
2017-07-18,61.0
2017-07-19,61.0
2017-07-20,61.0
2017-07-21,61.0
2017-07-22,61.0
2017-07-23,61.0
2017-07-24,61.857142857142854
2017-07-25,62.714285714285715
2017-07-26,63.57142857142857
2017-07-27,64.42857142857143
2017-07-28,65.28571428571429
2017-07-29,66.14285714285714
2017-07-30,67.0
2017-07-31,67.28571428571429
2017-08-01,67.57142857142857
2017-08-02,67.85714285714286
2017-08-03,68.14285714285714
2017-08-04,68.42857142857143
2017-08-05,68.71428571428571
2017-08-06,69.0
2017-08-07,68.85714285714286
2017-08-08,68.71428571428571
2017-08-09,68.57142857142857
2017-08-10,68.42857142857143
2017-08-11,68.28571428571429
2017-08-12,68.14285714285714
2017-08-13,68.0
2017-08-14,67.42857142857143
2017-08-15,66.85714285714286
2017-08-16,66.28571428571429
2017-08-17,65.71428571428571
2017-08-18,65.14285714285714
2017-08-19,64.57142857142857
2017-08-20,64.0
2017-08-21,64.28571428571429
2017-08-22,64.57142857142857
2017-08-23,64.85714285714286
2017-08-24,65.14285714285714
2017-08-25,65.42857142857143
2017-08-26,65.71428571428571
2017-08-27,66.0
2017-08-28,66.85714285714286
2017-08-29,67.71428571428571
2017-08-30,68.57142857142857
2017-08-31,69.42857142857143
2017-09-01,70.28571428571429
2017-09-02,71.14285714285714
2017-09-03,72.0
2017-09-04,73.85714285714286
2017-09-05,75.71428571428571
2017-09-06,77.57142857142857
2017-09-07,79.42857142857143
2017-09-08,81.28571428571429
2017-09-09,83.14285714285714
2017-09-10,85.0
2017-09-11,83.14285714285714
2017-09-12,81.28571428571429
2017-09-13,79.42857142857143
2017-09-14,77.57142857142857
2017-09-15,75.71428571428571
2017-09-16,73.85714285714286
2017-09-17,72.0
2017-09-18,71.57142857142857
2017-09-19,71.14285714285714
2017-09-20,70.71428571428571
2017-09-21,70.28571428571429
2017-09-22,69.85714285714286
2017-09-23,69.42857142857143
2017-09-24,69.0
2017-09-25,69.85714285714286
2017-09-26,70.71428571428571
2017-09-27,71.57142857142857
2017-09-28,72.42857142857143
2017-09-29,73.28571428571429
2017-09-30,74.14285714285714
2017-10-01,75.0
2017-10-02,74.85714285714286
2017-10-03,74.71428571428571
2017-10-04,74.57142857142857
2017-10-05,74.42857142857143
2017-10-06,74.28571428571429
2017-10-07,74.14285714285714
2017-10-08,74.0
2017-10-09,74.14285714285714
2017-10-10,74.28571428571429
2017-10-11,74.42857142857143
2017-10-12,74.57142857142857
2017-10-13,74.71428571428571
2017-10-14,74.85714285714286
2017-10-15,75.0
2017-10-16,74.14285714285714
2017-10-17,73.28571428571429
2017-10-18,72.42857142857143
2017-10-19,71.57142857142857
2017-10-20,70.71428571428571
2017-10-21,69.85714285714286
2017-10-22,69.0
2017-10-23,69.0
2017-10-24,69.0
2017-10-25,69.0
2017-10-26,69.0
2017-10-27,69.0
2017-10-28,69.0
2017-10-29,69.0
2017-10-30,69.42857142857143
2017-10-31,69.85714285714286
2017-11-01,70.28571428571429
2017-11-02,70.71428571428571
2017-11-03,71.14285714285714
2017-11-04,71.57142857142857
2017-11-05,72.0
2017-11-06,73.28571428571429
2017-11-07,74.57142857142857
2017-11-08,75.85714285714286
2017-11-09,77.14285714285714
2017-11-10,78.42857142857143
2017-11-11,79.71428571428572
2017-11-12,81.0
2017-11-13,79.42857142857143
2017-11-14,77.85714285714286
2017-11-15,76.28571428571429
2017-11-16,74.71428571428571
2017-11-17,73.14285714285714
2017-11-18,71.57142857142857
2017-11-19,70.0
2017-11-20,70.0
2017-11-21,70.0
2017-11-22,70.0
2017-11-23,70.0
2017-11-24,70.0
2017-11-25,70.0
2017-11-26,70.0
2017-11-27,69.85714285714286
2017-11-28,69.71428571428571
2017-11-29,69.57142857142857
2017-11-30,69.42857142857143
2017-12-01,69.28571428571429
2017-12-02,69.14285714285714
2017-12-03,69.0
2017-12-04,69.57142857142857
2017-12-05,70.14285714285714
2017-12-06,70.71428571428571
2017-12-07,71.28571428571429
2017-12-08,71.85714285714286
2017-12-09,72.42857142857143
2017-12-10,73.0
2017-12-11,72.71428571428571
2017-12-12,72.42857142857143
2017-12-13,72.14285714285714
2017-12-14,71.85714285714286
2017-12-15,71.57142857142857
2017-12-16,71.28571428571429
2017-12-17,71.0
2017-12-18,68.42857142857143
2017-12-19,65.85714285714286
2017-12-20,63.285714285714285
2017-12-21,60.714285714285715
2017-12-22,58.14285714285714
2017-12-23,55.57142857142857
2017-12-24,53.0
2017-12-25,53.57142857142857
2017-12-26,54.142857142857146
2017-12-27,54.714285714285715
2017-12-28,55.285714285714285
2017-12-29,55.857142857142854
2017-12-30,56.42857142857143
2017-12-31,57.0
2018-01-01,59.0
2018-01-02,61.0
2018-01-03,63.0
2018-01-04,65.0
2018-01-05,67.0
2018-01-06,69.0
2018-01-07,71.0
2018-01-08,71.71428571428571
2018-01-09,72.42857142857143
2018-01-10,73.14285714285714
2018-01-11,73.85714285714286
2018-01-12,74.57142857142857
2018-01-13,75.28571428571429
2018-01-14,76.0
2018-01-15,75.85714285714286
2018-01-16,75.71428571428571
2018-01-17,75.57142857142857
2018-01-18,75.42857142857143
2018-01-19,75.28571428571429
2018-01-20,75.14285714285714
2018-01-21,75.0
2018-01-22,74.57142857142857
2018-01-23,74.14285714285714
2018-01-24,73.71428571428571
2018-01-25,73.28571428571429
2018-01-26,72.85714285714286
2018-01-27,72.42857142857143
2018-01-28,72.0
2018-01-29,72.28571428571429
2018-01-30,72.57142857142857
2018-01-31,72.85714285714286
2018-02-01,73.14285714285714
2018-02-02,73.42857142857143
2018-02-03,73.71428571428571
2018-02-04,74.0
2018-02-05,74.0
2018-02-06,74.0
2018-02-07,74.0
2018-02-08,74.0
2018-02-09,74.0
2018-02-10,74.0
2018-02-11,74.0
2018-02-12,73.28571428571429
2018-02-13,72.57142857142857
2018-02-14,71.85714285714286
2018-02-15,71.14285714285714
2018-02-16,70.42857142857143
2018-02-17,69.71428571428571
2018-02-18,69.0
2018-02-19,69.28571428571429
2018-02-20,69.57142857142857
2018-02-21,69.85714285714286
2018-02-22,70.14285714285714
2018-02-23,70.42857142857143
2018-02-24,70.71428571428571
2018-02-25,71.0
2018-02-26,71.0
2018-02-27,71.0
2018-02-28,71.0
2018-03-01,71.0
2018-03-02,71.0
2018-03-03,71.0
2018-03-04,71.0
2018-03-05,69.85714285714286
2018-03-06,68.71428571428571
2018-03-07,67.57142857142857
2018-03-08,66.42857142857143
2018-03-09,65.28571428571429
2018-03-10,64.14285714285714
2018-03-11,63.0
2018-03-12,64.0
2018-03-13,65.0
2018-03-14,66.0
2018-03-15,67.0
2018-03-16,68.0
2018-03-17,69.0
2018-03-18,70.0
2018-03-19,68.57142857142857
2018-03-20,67.14285714285714
2018-03-21,65.71428571428571
2018-03-22,64.28571428571429
2018-03-23,62.857142857142854
2018-03-24,61.42857142857143
2018-03-25,60.0
2018-03-26,60.857142857142854
2018-03-27,61.714285714285715
2018-03-28,62.57142857142857
2018-03-29,63.42857142857143
2018-03-30,64.28571428571429
2018-03-31,65.14285714285714
2018-04-01,66.0
2018-04-02,66.71428571428571
2018-04-03,67.42857142857143
2018-04-04,68.14285714285714
2018-04-05,68.85714285714286
2018-04-06,69.57142857142857
2018-04-07,70.28571428571429
2018-04-08,71.0
2018-04-09,71.0
2018-04-10,71.0
2018-04-11,71.0
2018-04-12,71.0
2018-04-13,71.0
2018-04-14,71.0
2018-04-15,71.0
2018-04-16,69.71428571428571
2018-04-17,68.42857142857143
2018-04-18,67.14285714285714
2018-04-19,65.85714285714286
2018-04-20,64.57142857142857
2018-04-21,63.285714285714285
2018-04-22,62.0
2018-04-23,61.42857142857143
2018-04-24,60.857142857142854
2018-04-25,60.285714285714285
2018-04-26,59.714285714285715
2018-04-27,59.142857142857146
2018-04-28,58.57142857142857
2018-04-29,58.0
2018-04-30,58.42857142857143
2018-05-01,58.857142857142854
2018-05-02,59.285714285714285
2018-05-03,59.714285714285715
2018-05-04,60.142857142857146
2018-05-05,60.57142857142857
2018-05-06,61.0
2018-05-07,61.42857142857143
2018-05-08,61.857142857142854
2018-05-09,62.285714285714285
2018-05-10,62.714285714285715
2018-05-11,63.142857142857146
2018-05-12,63.57142857142857
2018-05-13,64.0
2018-05-14,62.857142857142854
2018-05-15,61.714285714285715
2018-05-16,60.57142857142857
2018-05-17,59.42857142857143
2018-05-18,58.285714285714285
2018-05-19,57.142857142857146
2018-05-20,56.0
2018-05-21,57.42857142857143
2018-05-22,58.857142857142854
2018-05-23,60.285714285714285
2018-05-24,61.714285714285715
2018-05-25,63.142857142857146
2018-05-26,64.57142857142857
2018-05-27,66.0
2018-05-28,70.85714285714286
2018-05-29,75.71428571428571
2018-05-30,80.57142857142857
2018-05-31,85.42857142857143
2018-06-01,90.28571428571428
2018-06-02,95.14285714285714
2018-06-03,100.0
