date,virtual reality
2017-05-17,20.571428571428573
2017-05-18,20.428571428571427
2017-05-19,20.285714285714285
2017-05-20,20.142857142857142
2017-05-21,20.0
2017-05-22,20.142857142857142
2017-05-23,20.285714285714285
2017-05-24,20.428571428571427
2017-05-25,20.571428571428573
2017-05-26,20.714285714285715
2017-05-27,20.857142857142858
2017-05-28,21.0
2017-05-29,21.0
2017-05-30,21.0
2017-05-31,21.0
2017-06-01,21.0
2017-06-02,21.0
2017-06-03,21.0
2017-06-04,21.0
2017-06-05,20.857142857142858
2017-06-06,20.714285714285715
2017-06-07,20.571428571428573
2017-06-08,20.428571428571427
2017-06-09,20.285714285714285
2017-06-10,20.142857142857142
2017-06-11,20.0
2017-06-12,19.857142857142858
2017-06-13,19.714285714285715
2017-06-14,19.571428571428573
2017-06-15,19.428571428571427
2017-06-16,19.285714285714285
2017-06-17,19.142857142857142
2017-06-18,19.0
2017-06-19,19.0
2017-06-20,19.0
2017-06-21,19.0
2017-06-22,19.0
2017-06-23,19.0
2017-06-24,19.0
2017-06-25,19.0
2017-06-26,18.857142857142858
2017-06-27,18.714285714285715
2017-06-28,18.571428571428573
2017-06-29,18.428571428571427
2017-06-30,18.285714285714285
2017-07-01,18.142857142857142
2017-07-02,18.0
2017-07-03,18.0
2017-07-04,18.0
2017-07-05,18.0
2017-07-06,18.0
2017-07-07,18.0
2017-07-08,18.0
2017-07-09,18.0
2017-07-10,18.0
2017-07-11,18.0
2017-07-12,18.0
2017-07-13,18.0
2017-07-14,18.0
2017-07-15,18.0
2017-07-16,18.0
2017-07-17,18.142857142857142
2017-07-18,18.285714285714285
2017-07-19,18.428571428571427
2017-07-20,18.571428571428573
2017-07-21,18.714285714285715
2017-07-22,18.857142857142858
2017-07-23,19.0
2017-07-24,19.0
2017-07-25,19.0
2017-07-26,19.0
2017-07-27,19.0
2017-07-28,19.0
2017-07-29,19.0
2017-07-30,19.0
2017-07-31,18.857142857142858
2017-08-01,18.714285714285715
2017-08-02,18.571428571428573
2017-08-03,18.428571428571427
2017-08-04,18.285714285714285
2017-08-05,18.142857142857142
2017-08-06,18.0
2017-08-07,18.0
2017-08-08,18.0
2017-08-09,18.0
2017-08-10,18.0
2017-08-11,18.0
2017-08-12,18.0
2017-08-13,18.0
2017-08-14,18.0
2017-08-15,18.0
2017-08-16,18.0
2017-08-17,18.0
2017-08-18,18.0
2017-08-19,18.0
2017-08-20,18.0
2017-08-21,17.857142857142858
2017-08-22,17.714285714285715
2017-08-23,17.571428571428573
2017-08-24,17.428571428571427
2017-08-25,17.285714285714285
2017-08-26,17.142857142857142
2017-08-27,17.0
2017-08-28,17.142857142857142
2017-08-29,17.285714285714285
2017-08-30,17.428571428571427
2017-08-31,17.571428571428573
2017-09-01,17.714285714285715
2017-09-02,17.857142857142858
2017-09-03,18.0
2017-09-04,17.857142857142858
2017-09-05,17.714285714285715
2017-09-06,17.571428571428573
2017-09-07,17.428571428571427
2017-09-08,17.285714285714285
2017-09-09,17.142857142857142
2017-09-10,17.0
2017-09-11,17.285714285714285
2017-09-12,17.571428571428573
2017-09-13,17.857142857142858
2017-09-14,18.142857142857142
2017-09-15,18.428571428571427
2017-09-16,18.714285714285715
2017-09-17,19.0
2017-09-18,19.142857142857142
2017-09-19,19.285714285714285
2017-09-20,19.428571428571427
2017-09-21,19.571428571428573
2017-09-22,19.714285714285715
2017-09-23,19.857142857142858
2017-09-24,20.0
2017-09-25,20.0
2017-09-26,20.0
2017-09-27,20.0
2017-09-28,20.0
2017-09-29,20.0
2017-09-30,20.0
2017-10-01,20.0
2017-10-02,20.142857142857142
2017-10-03,20.285714285714285
2017-10-04,20.428571428571427
2017-10-05,20.571428571428573
2017-10-06,20.714285714285715
2017-10-07,20.857142857142858
2017-10-08,21.0
2017-10-09,21.0
2017-10-10,21.0
2017-10-11,21.0
2017-10-12,21.0
2017-10-13,21.0
2017-10-14,21.0
2017-10-15,21.0
2017-10-16,21.0
2017-10-17,21.0
2017-10-18,21.0
2017-10-19,21.0
2017-10-20,21.0
2017-10-21,21.0
2017-10-22,21.0
2017-10-23,21.142857142857142
2017-10-24,21.285714285714285
2017-10-25,21.428571428571427
2017-10-26,21.571428571428573
2017-10-27,21.714285714285715
2017-10-28,21.857142857142858
2017-10-29,22.0
2017-10-30,22.285714285714285
2017-10-31,22.571428571428573
2017-11-01,22.857142857142858
2017-11-02,23.142857142857142
2017-11-03,23.428571428571427
2017-11-04,23.714285714285715
2017-11-05,24.0
2017-11-06,24.285714285714285
2017-11-07,24.571428571428573
2017-11-08,24.857142857142858
2017-11-09,25.142857142857142
2017-11-10,25.428571428571427
2017-11-11,25.714285714285715
2017-11-12,26.0
2017-11-13,27.428571428571427
2017-11-14,28.857142857142858
2017-11-15,30.285714285714285
2017-11-16,31.714285714285715
2017-11-17,33.142857142857146
2017-11-18,34.57142857142857
2017-11-19,36.0
2017-11-20,35.285714285714285
2017-11-21,34.57142857142857
2017-11-22,33.857142857142854
2017-11-23,33.142857142857146
2017-11-24,32.42857142857143
2017-11-25,31.714285714285715
2017-11-26,31.0
2017-11-27,31.142857142857142
2017-11-28,31.285714285714285
2017-11-29,31.428571428571427
2017-11-30,31.571428571428573
2017-12-01,31.714285714285715
2017-12-02,31.857142857142858
2017-12-03,32.0
2017-12-04,32.285714285714285
2017-12-05,32.57142857142857
2017-12-06,32.857142857142854
2017-12-07,33.142857142857146
2017-12-08,33.42857142857143
2017-12-09,33.714285714285715
2017-12-10,34.0
2017-12-11,34.0
2017-12-12,34.0
2017-12-13,34.0
2017-12-14,34.0
2017-12-15,34.0
2017-12-16,34.0
2017-12-17,34.0
2017-12-18,35.57142857142857
2017-12-19,37.142857142857146
2017-12-20,38.714285714285715
2017-12-21,40.285714285714285
2017-12-22,41.857142857142854
2017-12-23,43.42857142857143
2017-12-24,45.0
2017-12-25,41.857142857142854
2017-12-26,38.714285714285715
2017-12-27,35.57142857142857
2017-12-28,32.42857142857143
2017-12-29,29.285714285714285
2017-12-30,26.142857142857142
2017-12-31,23.0
2018-01-01,22.714285714285715
2018-01-02,22.428571428571427
2018-01-03,22.142857142857142
2018-01-04,21.857142857142858
2018-01-05,21.571428571428573
2018-01-06,21.285714285714285
2018-01-07,21.0
2018-01-08,20.714285714285715
2018-01-09,20.428571428571427
2018-01-10,20.142857142857142
2018-01-11,19.857142857142858
2018-01-12,19.571428571428573
2018-01-13,19.285714285714285
2018-01-14,19.0
2018-01-15,19.0
2018-01-16,19.0
2018-01-17,19.0
2018-01-18,19.0
2018-01-19,19.0
2018-01-20,19.0
2018-01-21,19.0
2018-01-22,18.857142857142858
2018-01-23,18.714285714285715
2018-01-24,18.571428571428573
2018-01-25,18.428571428571427
2018-01-26,18.285714285714285
2018-01-27,18.142857142857142
2018-01-28,18.0
2018-01-29,18.0
2018-01-30,18.0
2018-01-31,18.0
2018-02-01,18.0
2018-02-02,18.0
2018-02-03,18.0
2018-02-04,18.0
2018-02-05,18.142857142857142
2018-02-06,18.285714285714285
2018-02-07,18.428571428571427
2018-02-08,18.571428571428573
2018-02-09,18.714285714285715
2018-02-10,18.857142857142858
2018-02-11,19.0
2018-02-12,18.857142857142858
2018-02-13,18.714285714285715
2018-02-14,18.571428571428573
2018-02-15,18.428571428571427
2018-02-16,18.285714285714285
2018-02-17,18.142857142857142
2018-02-18,18.0
2018-02-19,18.0
2018-02-20,18.0
2018-02-21,18.0
2018-02-22,18.0
2018-02-23,18.0
2018-02-24,18.0
2018-02-25,18.0
2018-02-26,18.0
2018-02-27,18.0
2018-02-28,18.0
2018-03-01,18.0
2018-03-02,18.0
2018-03-03,18.0
2018-03-04,18.0
2018-03-05,18.0
2018-03-06,18.0
2018-03-07,18.0
2018-03-08,18.0
2018-03-09,18.0
2018-03-10,18.0
2018-03-11,18.0
2018-03-12,18.0
2018-03-13,18.0
2018-03-14,18.0
2018-03-15,18.0
2018-03-16,18.0
2018-03-17,18.0
2018-03-18,18.0
2018-03-19,18.0
2018-03-20,18.0
2018-03-21,18.0
2018-03-22,18.0
2018-03-23,18.0
2018-03-24,18.0
2018-03-25,18.0
2018-03-26,18.142857142857142
2018-03-27,18.285714285714285
2018-03-28,18.428571428571427
2018-03-29,18.571428571428573
2018-03-30,18.714285714285715
2018-03-31,18.857142857142858
2018-04-01,19.0
2018-04-02,18.714285714285715
2018-04-03,18.428571428571427
2018-04-04,18.142857142857142
2018-04-05,17.857142857142858
2018-04-06,17.571428571428573
2018-04-07,17.285714285714285
2018-04-08,17.0
2018-04-09,17.0
2018-04-10,17.0
2018-04-11,17.0
2018-04-12,17.0
2018-04-13,17.0
2018-04-14,17.0
2018-04-15,17.0
2018-04-16,17.0
2018-04-17,17.0
2018-04-18,17.0
2018-04-19,17.0
2018-04-20,17.0
2018-04-21,17.0
2018-04-22,17.0
2018-04-23,16.857142857142858
2018-04-24,16.714285714285715
2018-04-25,16.571428571428573
2018-04-26,16.428571428571427
2018-04-27,16.285714285714285
2018-04-28,16.142857142857142
2018-04-29,16.0
2018-04-30,16.0
2018-05-01,16.0
2018-05-02,16.0
2018-05-03,16.0
2018-05-04,16.0
2018-05-05,16.0
2018-05-06,16.0
2018-05-07,16.0
2018-05-08,16.0
2018-05-09,16.0
2018-05-10,16.0
2018-05-11,16.0
2018-05-12,16.0
2018-05-13,16.0
2018-05-14,15.857142857142858
2018-05-15,15.714285714285714
2018-05-16,15.571428571428571
2018-05-17,15.428571428571429
2018-05-18,15.285714285714286
2018-05-19,15.142857142857142
2018-05-20,15.0
2018-05-21,15.0
2018-05-22,15.0
2018-05-23,15.0
2018-05-24,15.0
2018-05-25,15.0
2018-05-26,15.0
2018-05-27,15.0
2018-05-28,15.142857142857142
2018-05-29,15.285714285714286
2018-05-30,15.428571428571429
2018-05-31,15.571428571428571
2018-06-01,15.714285714285714
2018-06-02,15.857142857142858
2018-06-03,16.0
