date,apple
2016-07-26,46.285714285714285
2016-07-27,46.42857142857143
2016-07-28,46.57142857142857
2016-07-29,46.714285714285715
2016-07-30,46.857142857142854
2016-07-31,47.0
2016-08-01,46.714285714285715
2016-08-02,46.42857142857143
2016-08-03,46.142857142857146
2016-08-04,45.857142857142854
2016-08-05,45.57142857142857
2016-08-06,45.285714285714285
2016-08-07,45.0
2016-08-08,45.0
2016-08-09,45.0
2016-08-10,45.0
2016-08-11,45.0
2016-08-12,45.0
2016-08-13,45.0
2016-08-14,45.0
2016-08-15,45.285714285714285
2016-08-16,45.57142857142857
2016-08-17,45.857142857142854
2016-08-18,46.142857142857146
2016-08-19,46.42857142857143
2016-08-20,46.714285714285715
2016-08-21,47.0
2016-08-22,47.714285714285715
2016-08-23,48.42857142857143
2016-08-24,49.142857142857146
2016-08-25,49.857142857142854
2016-08-26,50.57142857142857
2016-08-27,51.285714285714285
2016-08-28,52.0
2016-08-29,58.714285714285715
2016-08-30,65.42857142857143
2016-08-31,72.14285714285714
2016-09-01,78.85714285714286
2016-09-02,85.57142857142857
2016-09-03,92.28571428571428
2016-09-04,99.0
2016-09-05,95.14285714285714
2016-09-06,91.28571428571429
2016-09-07,87.42857142857143
2016-09-08,83.57142857142857
2016-09-09,79.71428571428572
2016-09-10,75.85714285714286
2016-09-11,72.0
2016-09-12,71.28571428571429
2016-09-13,70.57142857142857
2016-09-14,69.85714285714286
2016-09-15,69.14285714285714
2016-09-16,68.42857142857143
2016-09-17,67.71428571428571
2016-09-18,67.0
2016-09-19,67.0
2016-09-20,67.0
2016-09-21,67.0
2016-09-22,67.0
2016-09-23,67.0
2016-09-24,67.0
2016-09-25,67.0
2016-09-26,66.71428571428571
2016-09-27,66.42857142857143
2016-09-28,66.14285714285714
2016-09-29,65.85714285714286
2016-09-30,65.57142857142857
2016-10-01,65.28571428571429
2016-10-02,65.0
2016-10-03,64.85714285714286
2016-10-04,64.71428571428571
2016-10-05,64.57142857142857
2016-10-06,64.42857142857143
2016-10-07,64.28571428571429
2016-10-08,64.14285714285714
2016-10-09,64.0
2016-10-10,63.142857142857146
2016-10-11,62.285714285714285
2016-10-12,61.42857142857143
2016-10-13,60.57142857142857
2016-10-14,59.714285714285715
2016-10-15,58.85714285714286
2016-10-16,58.0
2016-10-17,59.0
2016-10-18,60.0
2016-10-19,61.0
2016-10-20,62.0
2016-10-21,63.0
2016-10-22,64.0
2016-10-23,65.0
2016-10-24,64.0
2016-10-25,63.0
2016-10-26,62.0
2016-10-27,61.0
2016-10-28,60.0
2016-10-29,59.0
2016-10-30,58.0
2016-10-31,57.42857142857143
2016-11-01,56.857142857142854
2016-11-02,56.285714285714285
2016-11-03,55.714285714285715
2016-11-04,55.142857142857146
2016-11-05,54.57142857142857
2016-11-06,54.0
2016-11-07,54.42857142857143
2016-11-08,54.857142857142854
2016-11-09,55.285714285714285
2016-11-10,55.714285714285715
2016-11-11,56.142857142857146
2016-11-12,56.57142857142857
2016-11-13,57.0
2016-11-14,59.142857142857146
2016-11-15,61.285714285714285
2016-11-16,63.42857142857143
2016-11-17,65.57142857142857
2016-11-18,67.71428571428571
2016-11-19,69.85714285714286
2016-11-20,72.0
2016-11-21,69.57142857142857
2016-11-22,67.14285714285714
2016-11-23,64.71428571428572
2016-11-24,62.285714285714285
2016-11-25,59.85714285714286
2016-11-26,57.42857142857143
2016-11-27,55.0
2016-11-28,54.42857142857143
2016-11-29,53.857142857142854
2016-11-30,53.285714285714285
2016-12-01,52.714285714285715
2016-12-02,52.142857142857146
2016-12-03,51.57142857142857
2016-12-04,51.0
2016-12-05,51.857142857142854
2016-12-06,52.714285714285715
2016-12-07,53.57142857142857
2016-12-08,54.42857142857143
2016-12-09,55.285714285714285
2016-12-10,56.14285714285714
2016-12-11,57.0
2016-12-12,57.42857142857143
2016-12-13,57.857142857142854
2016-12-14,58.285714285714285
2016-12-15,58.714285714285715
2016-12-16,59.142857142857146
2016-12-17,59.57142857142857
2016-12-18,60.0
2016-12-19,60.714285714285715
2016-12-20,61.42857142857143
2016-12-21,62.142857142857146
2016-12-22,62.857142857142854
2016-12-23,63.57142857142857
2016-12-24,64.28571428571429
2016-12-25,65.0
2016-12-26,63.57142857142857
2016-12-27,62.142857142857146
2016-12-28,60.714285714285715
2016-12-29,59.285714285714285
2016-12-30,57.857142857142854
2016-12-31,56.42857142857143
2017-01-01,55.0
2017-01-02,54.42857142857143
2017-01-03,53.857142857142854
2017-01-04,53.285714285714285
2017-01-05,52.714285714285715
2017-01-06,52.142857142857146
2017-01-07,51.57142857142857
2017-01-08,51.0
2017-01-09,50.714285714285715
2017-01-10,50.42857142857143
2017-01-11,50.142857142857146
2017-01-12,49.857142857142854
2017-01-13,49.57142857142857
2017-01-14,49.285714285714285
2017-01-15,49.0
2017-01-16,48.857142857142854
2017-01-17,48.714285714285715
2017-01-18,48.57142857142857
2017-01-19,48.42857142857143
2017-01-20,48.285714285714285
2017-01-21,48.142857142857146
2017-01-22,48.0
2017-01-23,48.0
2017-01-24,48.0
2017-01-25,48.0
2017-01-26,48.0
2017-01-27,48.0
2017-01-28,48.0
2017-01-29,48.0
2017-01-30,48.142857142857146
2017-01-31,48.285714285714285
2017-02-01,48.42857142857143
2017-02-02,48.57142857142857
2017-02-03,48.714285714285715
2017-02-04,48.857142857142854
2017-02-05,49.0
2017-02-06,48.42857142857143
2017-02-07,47.857142857142854
2017-02-08,47.285714285714285
2017-02-09,46.714285714285715
2017-02-10,46.142857142857146
2017-02-11,45.57142857142857
2017-02-12,45.0
2017-02-13,45.285714285714285
2017-02-14,45.57142857142857
2017-02-15,45.857142857142854
2017-02-16,46.142857142857146
2017-02-17,46.42857142857143
2017-02-18,46.714285714285715
2017-02-19,47.0
2017-02-20,47.0
2017-02-21,47.0
2017-02-22,47.0
2017-02-23,47.0
2017-02-24,47.0
2017-02-25,47.0
2017-02-26,47.0
2017-02-27,46.857142857142854
2017-02-28,46.714285714285715
2017-03-01,46.57142857142857
2017-03-02,46.42857142857143
2017-03-03,46.285714285714285
2017-03-04,46.142857142857146
2017-03-05,46.0
2017-03-06,46.142857142857146
2017-03-07,46.285714285714285
2017-03-08,46.42857142857143
2017-03-09,46.57142857142857
2017-03-10,46.714285714285715
2017-03-11,46.857142857142854
2017-03-12,47.0
2017-03-13,47.857142857142854
2017-03-14,48.714285714285715
2017-03-15,49.57142857142857
2017-03-16,50.42857142857143
2017-03-17,51.285714285714285
2017-03-18,52.14285714285714
2017-03-19,53.0
2017-03-20,52.42857142857143
2017-03-21,51.857142857142854
2017-03-22,51.285714285714285
2017-03-23,50.714285714285715
2017-03-24,50.142857142857146
2017-03-25,49.57142857142857
2017-03-26,49.0
2017-03-27,48.714285714285715
2017-03-28,48.42857142857143
2017-03-29,48.142857142857146
2017-03-30,47.857142857142854
2017-03-31,47.57142857142857
2017-04-01,47.285714285714285
2017-04-02,47.0
2017-04-03,47.142857142857146
2017-04-04,47.285714285714285
2017-04-05,47.42857142857143
2017-04-06,47.57142857142857
2017-04-07,47.714285714285715
2017-04-08,47.857142857142854
2017-04-09,48.0
2017-04-10,47.714285714285715
2017-04-11,47.42857142857143
2017-04-12,47.142857142857146
2017-04-13,46.857142857142854
2017-04-14,46.57142857142857
2017-04-15,46.285714285714285
2017-04-16,46.0
2017-04-17,46.0
2017-04-18,46.0
2017-04-19,46.0
2017-04-20,46.0
2017-04-21,46.0
2017-04-22,46.0
2017-04-23,46.0
2017-04-24,46.0
2017-04-25,46.0
2017-04-26,46.0
2017-04-27,46.0
2017-04-28,46.0
2017-04-29,46.0
2017-04-30,46.0
2017-05-01,45.857142857142854
2017-05-02,45.714285714285715
2017-05-03,45.57142857142857
2017-05-04,45.42857142857143
2017-05-05,45.285714285714285
2017-05-06,45.142857142857146
2017-05-07,45.0
2017-05-08,45.142857142857146
2017-05-09,45.285714285714285
2017-05-10,45.42857142857143
2017-05-11,45.57142857142857
2017-05-12,45.714285714285715
2017-05-13,45.857142857142854
2017-05-14,46.0
2017-05-15,45.714285714285715
2017-05-16,45.42857142857143
2017-05-17,45.142857142857146
2017-05-18,44.857142857142854
2017-05-19,44.57142857142857
2017-05-20,44.285714285714285
2017-05-21,44.0
2017-05-22,44.0
2017-05-23,44.0
2017-05-24,44.0
2017-05-25,44.0
2017-05-26,44.0
2017-05-27,44.0
2017-05-28,44.0
2017-05-29,45.42857142857143
2017-05-30,46.857142857142854
2017-05-31,48.285714285714285
2017-06-01,49.714285714285715
2017-06-02,51.142857142857146
2017-06-03,52.57142857142857
2017-06-04,54.0
2017-06-05,53.142857142857146
2017-06-06,52.285714285714285
2017-06-07,51.42857142857143
2017-06-08,50.57142857142857
2017-06-09,49.714285714285715
2017-06-10,48.85714285714286
2017-06-11,48.0
2017-06-12,47.857142857142854
2017-06-13,47.714285714285715
2017-06-14,47.57142857142857
2017-06-15,47.42857142857143
2017-06-16,47.285714285714285
2017-06-17,47.142857142857146
2017-06-18,47.0
2017-06-19,47.142857142857146
2017-06-20,47.285714285714285
2017-06-21,47.42857142857143
2017-06-22,47.57142857142857
2017-06-23,47.714285714285715
2017-06-24,47.857142857142854
2017-06-25,48.0
2017-06-26,47.857142857142854
2017-06-27,47.714285714285715
2017-06-28,47.57142857142857
2017-06-29,47.42857142857143
2017-06-30,47.285714285714285
2017-07-01,47.142857142857146
2017-07-02,47.0
2017-07-03,47.0
2017-07-04,47.0
2017-07-05,47.0
2017-07-06,47.0
2017-07-07,47.0
2017-07-08,47.0
2017-07-09,47.0
2017-07-10,47.0
2017-07-11,47.0
2017-07-12,47.0
2017-07-13,47.0
2017-07-14,47.0
2017-07-15,47.0
2017-07-16,47.0
2017-07-17,47.285714285714285
2017-07-18,47.57142857142857
2017-07-19,47.857142857142854
2017-07-20,48.142857142857146
2017-07-21,48.42857142857143
2017-07-22,48.714285714285715
2017-07-23,49.0
2017-07-24,49.285714285714285
2017-07-25,49.57142857142857
2017-07-26,49.857142857142854
2017-07-27,50.142857142857146
2017-07-28,50.42857142857143
2017-07-29,50.714285714285715
2017-07-30,51.0
2017-07-31,50.57142857142857
2017-08-01,50.142857142857146
2017-08-02,49.714285714285715
2017-08-03,49.285714285714285
2017-08-04,48.857142857142854
2017-08-05,48.42857142857143
2017-08-06,48.0
2017-08-07,48.142857142857146
2017-08-08,48.285714285714285
2017-08-09,48.42857142857143
2017-08-10,48.57142857142857
2017-08-11,48.714285714285715
2017-08-12,48.857142857142854
2017-08-13,49.0
2017-08-14,49.142857142857146
2017-08-15,49.285714285714285
2017-08-16,49.42857142857143
2017-08-17,49.57142857142857
2017-08-18,49.714285714285715
2017-08-19,49.857142857142854
2017-08-20,50.0
2017-08-21,50.142857142857146
2017-08-22,50.285714285714285
2017-08-23,50.42857142857143
2017-08-24,50.57142857142857
2017-08-25,50.714285714285715
2017-08-26,50.857142857142854
2017-08-27,51.0
2017-08-28,51.142857142857146
2017-08-29,51.285714285714285
2017-08-30,51.42857142857143
2017-08-31,51.57142857142857
2017-09-01,51.714285714285715
2017-09-02,51.857142857142854
2017-09-03,52.0
2017-09-04,58.857142857142854
2017-09-05,65.71428571428571
2017-09-06,72.57142857142857
2017-09-07,79.42857142857143
2017-09-08,86.28571428571428
2017-09-09,93.14285714285714
2017-09-10,100.0
2017-09-11,95.71428571428571
2017-09-12,91.42857142857143
2017-09-13,87.14285714285714
2017-09-14,82.85714285714286
2017-09-15,78.57142857142857
2017-09-16,74.28571428571428
2017-09-17,70.0
2017-09-18,69.0
2017-09-19,68.0
2017-09-20,67.0
2017-09-21,66.0
2017-09-22,65.0
2017-09-23,64.0
2017-09-24,63.0
2017-09-25,62.714285714285715
2017-09-26,62.42857142857143
2017-09-27,62.142857142857146
2017-09-28,61.857142857142854
2017-09-29,61.57142857142857
2017-09-30,61.285714285714285
2017-10-01,61.0
2017-10-02,60.714285714285715
2017-10-03,60.42857142857143
2017-10-04,60.142857142857146
2017-10-05,59.857142857142854
2017-10-06,59.57142857142857
2017-10-07,59.285714285714285
2017-10-08,59.0
2017-10-09,58.57142857142857
2017-10-10,58.142857142857146
2017-10-11,57.714285714285715
2017-10-12,57.285714285714285
2017-10-13,56.857142857142854
2017-10-14,56.42857142857143
2017-10-15,56.0
2017-10-16,56.57142857142857
2017-10-17,57.142857142857146
2017-10-18,57.714285714285715
2017-10-19,58.285714285714285
2017-10-20,58.857142857142854
2017-10-21,59.42857142857143
2017-10-22,60.0
2017-10-23,60.0
2017-10-24,60.0
2017-10-25,60.0
2017-10-26,60.0
2017-10-27,60.0
2017-10-28,60.0
2017-10-29,60.0
2017-10-30,60.142857142857146
2017-10-31,60.285714285714285
2017-11-01,60.42857142857143
2017-11-02,60.57142857142857
2017-11-03,60.714285714285715
2017-11-04,60.857142857142854
2017-11-05,61.0
2017-11-06,60.857142857142854
2017-11-07,60.714285714285715
2017-11-08,60.57142857142857
2017-11-09,60.42857142857143
2017-11-10,60.285714285714285
2017-11-11,60.142857142857146
2017-11-12,60.0
2017-11-13,61.714285714285715
2017-11-14,63.42857142857143
2017-11-15,65.14285714285714
2017-11-16,66.85714285714286
2017-11-17,68.57142857142857
2017-11-18,70.28571428571428
2017-11-19,72.0
2017-11-20,70.57142857142857
2017-11-21,69.14285714285714
2017-11-22,67.71428571428571
2017-11-23,66.28571428571429
2017-11-24,64.85714285714286
2017-11-25,63.42857142857143
2017-11-26,62.0
2017-11-27,61.57142857142857
2017-11-28,61.142857142857146
2017-11-29,60.714285714285715
2017-11-30,60.285714285714285
2017-12-01,59.857142857142854
2017-12-02,59.42857142857143
2017-12-03,59.0
2017-12-04,59.0
2017-12-05,59.0
2017-12-06,59.0
2017-12-07,59.0
2017-12-08,59.0
2017-12-09,59.0
2017-12-10,59.0
2017-12-11,59.57142857142857
2017-12-12,60.142857142857146
2017-12-13,60.714285714285715
2017-12-14,61.285714285714285
2017-12-15,61.857142857142854
2017-12-16,62.42857142857143
2017-12-17,63.0
2017-12-18,65.0
2017-12-19,67.0
2017-12-20,69.0
2017-12-21,71.0
2017-12-22,73.0
2017-12-23,75.0
2017-12-24,77.0
2017-12-25,75.0
2017-12-26,73.0
2017-12-27,71.0
2017-12-28,69.0
2017-12-29,67.0
2017-12-30,65.0
2017-12-31,63.0
2018-01-01,61.714285714285715
2018-01-02,60.42857142857143
2018-01-03,59.14285714285714
2018-01-04,57.857142857142854
2018-01-05,56.57142857142857
2018-01-06,55.285714285714285
2018-01-07,54.0
2018-01-08,53.857142857142854
2018-01-09,53.714285714285715
2018-01-10,53.57142857142857
2018-01-11,53.42857142857143
2018-01-12,53.285714285714285
2018-01-13,53.142857142857146
2018-01-14,53.0
2018-01-15,53.0
2018-01-16,53.0
2018-01-17,53.0
2018-01-18,53.0
2018-01-19,53.0
2018-01-20,53.0
2018-01-21,53.0
2018-01-22,52.714285714285715
2018-01-23,52.42857142857143
2018-01-24,52.142857142857146
2018-01-25,51.857142857142854
2018-01-26,51.57142857142857
2018-01-27,51.285714285714285
2018-01-28,51.0
2018-01-29,51.0
2018-01-30,51.0
2018-01-31,51.0
2018-02-01,51.0
2018-02-02,51.0
2018-02-03,51.0
2018-02-04,51.0
2018-02-05,50.714285714285715
2018-02-06,50.42857142857143
2018-02-07,50.142857142857146
2018-02-08,49.857142857142854
2018-02-09,49.57142857142857
2018-02-10,49.285714285714285
2018-02-11,49.0
2018-02-12,49.0
2018-02-13,49.0
2018-02-14,49.0
2018-02-15,49.0
2018-02-16,49.0
2018-02-17,49.0
2018-02-18,49.0
2018-02-19,49.142857142857146
2018-02-20,49.285714285714285
2018-02-21,49.42857142857143
2018-02-22,49.57142857142857
2018-02-23,49.714285714285715
2018-02-24,49.857142857142854
2018-02-25,50.0
2018-02-26,49.57142857142857
2018-02-27,49.142857142857146
2018-02-28,48.714285714285715
2018-03-01,48.285714285714285
2018-03-02,47.857142857142854
2018-03-03,47.42857142857143
2018-03-04,47.0
2018-03-05,47.142857142857146
2018-03-06,47.285714285714285
2018-03-07,47.42857142857143
2018-03-08,47.57142857142857
2018-03-09,47.714285714285715
2018-03-10,47.857142857142854
2018-03-11,48.0
2018-03-12,48.0
2018-03-13,48.0
2018-03-14,48.0
2018-03-15,48.0
2018-03-16,48.0
2018-03-17,48.0
2018-03-18,48.0
2018-03-19,48.857142857142854
2018-03-20,49.714285714285715
2018-03-21,50.57142857142857
2018-03-22,51.42857142857143
2018-03-23,52.285714285714285
2018-03-24,53.14285714285714
2018-03-25,54.0
2018-03-26,53.285714285714285
2018-03-27,52.57142857142857
2018-03-28,51.857142857142854
2018-03-29,51.142857142857146
2018-03-30,50.42857142857143
2018-03-31,49.714285714285715
2018-04-01,49.0
2018-04-02,49.0
2018-04-03,49.0
2018-04-04,49.0
2018-04-05,49.0
2018-04-06,49.0
2018-04-07,49.0
2018-04-08,49.0
2018-04-09,48.714285714285715
2018-04-10,48.42857142857143
2018-04-11,48.142857142857146
2018-04-12,47.857142857142854
2018-04-13,47.57142857142857
2018-04-14,47.285714285714285
2018-04-15,47.0
2018-04-16,47.0
2018-04-17,47.0
2018-04-18,47.0
2018-04-19,47.0
2018-04-20,47.0
2018-04-21,47.0
2018-04-22,47.0
2018-04-23,47.142857142857146
2018-04-24,47.285714285714285
2018-04-25,47.42857142857143
2018-04-26,47.57142857142857
2018-04-27,47.714285714285715
2018-04-28,47.857142857142854
2018-04-29,48.0
2018-04-30,47.857142857142854
2018-05-01,47.714285714285715
2018-05-02,47.57142857142857
2018-05-03,47.42857142857143
2018-05-04,47.285714285714285
2018-05-05,47.142857142857146
2018-05-06,47.0
2018-05-07,47.142857142857146
2018-05-08,47.285714285714285
2018-05-09,47.42857142857143
2018-05-10,47.57142857142857
2018-05-11,47.714285714285715
2018-05-12,47.857142857142854
2018-05-13,48.0
2018-05-14,47.714285714285715
2018-05-15,47.42857142857143
2018-05-16,47.142857142857146
2018-05-17,46.857142857142854
2018-05-18,46.57142857142857
2018-05-19,46.285714285714285
2018-05-20,46.0
2018-05-21,46.142857142857146
2018-05-22,46.285714285714285
2018-05-23,46.42857142857143
2018-05-24,46.57142857142857
2018-05-25,46.714285714285715
2018-05-26,46.857142857142854
2018-05-27,47.0
2018-05-28,48.285714285714285
2018-05-29,49.57142857142857
2018-05-30,50.85714285714286
2018-05-31,52.142857142857146
2018-06-01,53.42857142857143
2018-06-02,54.714285714285715
2018-06-03,56.0
